game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,sacks,tackles
FOOTBALL_CFL_2022_8_20_CGY@TOR,2022-08-20,2022,1,CFL,CGY,TOR,1.0,1.0,,,
9889327,2023-08-25,2023,12,CFL,CGY,TOR,,,0.0,0.0,0.0
9889333,2023-09-04,2023,13,CFL,EDM,CGY,,,0.0,0.0,2.0
