game_id,date,season,week,league,away,home,assist_tackles,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_made,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets
FOOTBALL_AAF_2019_2_10_MEM@BIR,2019-02-10,2019,1,AAF,MEM,BIR,,,,,,,,,,,,,,,12.0,0.0,58.0,,
FOOTBALL_AAF_2019_2_16_ARI@MEM,2019-02-16,2019,2,AAF,ARI,MEM,,,,,,,,,,,,0.0,8.0,2.0,19.0,1.0,101.0,,2.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,14.0,0.0,29.0,1.0,5.0
FOOTBALL_AAF_2019_3_2_SD@MEM,2019-03-02,2019,4,AAF,SD,MEM,,,,,,,,,,,,0.0,5.0,2.0,18.0,0.0,39.0,,2.0
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,13.0,2.0,41.0,1.0,2.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,,0.0,1.0,1.0,0.0,0.0,,,,,,1.0,27.0,4.0,11.0,0.0,31.0,,6.0
FOOTBALL_AAF_2019_3_24_BIR@MEM,2019-03-24,2019,7,AAF,BIR,MEM,,,,,,,,,,,,0.0,24.0,3.0,13.0,0.0,14.0,,3.0
FOOTBALL_AAF_2019_3_30_ORL@MEM,2019-03-30,2019,8,AAF,ORL,MEM,,,,,,,,,,,,0.0,13.0,2.0,1.0,0.0,-1.0,,3.0
