game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,14.0,6.0,42.0,8.0,57.0,9.0,234.0,19.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,,8.0,3.0,10.0,-1.0,62.0,6.0
