game_id,date,season,week,league,away,home,dst_touchdown,fumble_recoveries,interceptions_made,points_against,sacks
SYNTHETIC_UFL_2026_W1_BIRMINGHAMSTALLIONS,,2026,1,UFL,,,,1.0,2.0,13.0,1.0
SYNTHETIC_UFL_2026_W2_BIRMINGHAMSTALLIONS,,2026,2,UFL,,,,1.0,0.0,22.0,0.0
SYNTHETIC_UFL_2026_W3_BIRMINGHAMSTALLIONS,,2026,3,UFL,,,1.0,,3.0,28.0,4.0
SYNTHETIC_UFL_2026_W4_BIRMINGHAMSTALLIONS,,2026,4,UFL,,,,,0.0,16.0,2.0
SYNTHETIC_UFL_2026_W5_BIRMINGHAMSTALLIONS,,2026,5,UFL,,,,,0.0,45.0,2.0
