game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_AVIATORS,,2022,2,AUDL,,,0.0,0.0,,,1.0,2.0,,,,,1.0,202.0,9.0
SYNTHETIC_AUDL_2022_W3_AVIATORS,,2022,3,AUDL,,,2.0,1.0,,,0.0,7.0,,,,,0.0,361.0,74.0
2022-06-18-SD-LA,2022-06-18,2022,4,,SD,LA,0.0,2.0,,,0.0,5.0,,,,,2.0,255.0,-9.0
2022-07-02-LA-COL,2022-07-02,2022,6,,LA,COL,0.0,0.0,,,0.0,4.0,,,,,0.0,217.0,29.0
2022-07-16-COL-LA,2022-07-16,2022,8,AUDL,summit,aviators,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-22-LA-SLC,2022-07-22,2022,9,AUDL,aviators,shred,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-23-LA-OAK,2022-07-23,2022,9,AUDL,aviators,spiders,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-29-OAK-LA,2022-07-29,2022,10,AUDL,spiders,aviators,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2023-05-06-COL-LA,2023-05-06,2023,2,AUDL,COLORADO SUMMIT,LA AVIATORS,1.0,2.0,12.0,8.0,,3.0,1.0,1.0,,9.0,1.0,144.0,71.0
2023-05-12-POR-LA,2023-05-12,2023,3,AUDL,PORTLAND NITRO,LA AVIATORS,1.0,1.0,17.0,14.0,1.0,2.0,2.0,,,15.0,1.0,173.0,87.0
2023-05-19-LA-SLC,2023-05-19,2023,4,AUDL,LA AVIATORS,SALT LAKE SHRED,,,14.0,12.0,1.0,1.0,,,1.0,14.0,2.0,118.0,65.0
2023-05-20-LA-COL,2023-05-20,2023,4,AUDL,LA AVIATORS,COLORADO SUMMIT,2.0,1.0,,,,,3.0,,,,,,
2023-06-03-LA-SD,2023-06-03,2023,6,AUDL,LA AVIATORS,SAN DIEGO GROWLERS,1.0,,16.0,12.0,,3.0,2.0,,,13.0,1.0,287.0,70.0
2023-06-09-LA-POR,2023-06-09,2023,7,AUDL,LA AVIATORS,PORTLAND NITRO,1.0,1.0,34.0,30.0,1.0,2.0,1.0,2.0,,32.0,,327.0,172.0
2023-06-10-LA-SEA,2023-06-10,2023,7,AUDL,LA AVIATORS,SEATTLE CASCADES,,,,,,,,,,,2.0,,
2023-06-18-SEA-LA,2023-06-18,2023,8,AUDL,SEATTLE CASCADES,LA AVIATORS,2.0,,16.0,12.0,,3.0,1.0,,,13.0,1.0,230.0,58.0
2023-06-24-SD-LA,2023-06-24,2023,9,AUDL,SAN DIEGO GROWLERS,LA AVIATORS,1.0,2.0,25.0,21.0,,2.0,4.0,1.0,1.0,23.0,2.0,289.0,166.0
2023-06-30-SLC-LA,2023-06-30,2023,10,AUDL,SALT LAKE SHRED,LA AVIATORS,,,17.0,15.0,,1.0,,,,16.0,1.0,217.0,49.0
SYNTHETIC_AUDL_2023_W10_AVIATORS,,2023,10,AUDL,,,,1.0,,,,,,,,,,,
2023-07-15-LA-OAK,2023-07-15,2023,12,AUDL,LA AVIATORS,OAKLAND SPIDERS,,,17.0,9.0,,6.0,1.0,,,11.0,2.0,176.0,14.0
2023-07-21-OAK-LA,2023-07-21,2023,13,AUDL,OAKLAND SPIDERS,LA AVIATORS,,,14.0,13.0,1.0,1.0,3.0,,,13.0,,249.0,94.0
2024-04-27-LA-OAK,2024-04-27,2024,1,UFA,aviators,spiders,1.0,4.0,,,1.0,1.0,,,,,1.0,275.0,127.0
2024-05-04-SLC-LA,2024-05-04,2024,2,UFA,shred,aviators,0.0,0.0,,,1.0,0.0,,,,,1.0,130.0,70.0
2024-05-18-POR-LA,2024-05-18,2024,4,UFA,nitro,aviators,1.0,0.0,,,0.0,0.0,,,,,0.0,109.0,90.0
2024-06-02-SEA-LA,2024-06-02,2024,6,UFA,cascades,aviators,3.0,0.0,,,0.0,2.0,,,,,1.0,257.0,118.0
2024-06-07-LA-SEA,2024-06-07,2024,7,UFA,aviators,cascades,3.0,0.0,,,0.0,2.0,,,,,2.0,228.0,140.0
2024-06-08-LA-POR,2024-06-08,2024,7,UFA,aviators,nitro,4.0,0.0,,,0.0,3.0,,,,,2.0,512.0,129.0
2024-06-15-LA-SD,2024-06-15,2024,8,UFA,aviators,growlers,2.0,2.0,,,0.0,2.0,,,,,5.0,298.0,185.0
2024-06-21-LA-SLC,2024-06-21,2024,9,UFA,aviators,shred,2.0,1.0,,,0.0,1.0,,,,,1.0,218.0,54.0
2024-06-30-OAK-LA,2024-06-30,2024,10,UFA,spiders,aviators,1.0,2.0,,,0.0,1.0,,,,,1.0,182.0,81.0
2024-07-07-SD-LA,2024-07-07,2024,11,UFA,growlers,aviators,3.0,0.0,,,0.0,3.0,,,,,0.0,284.0,63.0
2024-07-12-LA-COL,2024-07-12,2024,12,UFA,aviators,summit,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-07-21-OAK-LA,2024-07-21,2024,13,UFA,spiders,aviators,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-04-24-NY-OAK,2025-04-24,2025,1,UFA,empire,spiders,1.0,0.0,,,0.0,3.0,,,,,0.0,133.0,27.0
2025-04-25-NY-LV,2025-04-25,2025,1,UFA,empire,bighorns,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-05-09-MTL-NY,2025-05-09,2025,3,UFA,royal,empire,1.0,0.0,,,2.0,1.0,,,,,0.0,165.0,136.0
2025-05-16-NY-BOS,2025-05-16,2025,4,UFA,empire,glory,0.0,1.0,,,0.0,3.0,,,,,1.0,226.0,77.0
2025-05-17-NY-MTL,2025-05-17,2025,4,UFA,empire,royal,2.0,0.0,,,1.0,2.0,,,,,0.0,222.0,165.0
2025-05-23-NY-PHI,2025-05-23,2025,5,UFA,empire,phoenix,0.0,0.0,,,2.0,0.0,,,,,0.0,167.0,123.0
2025-06-01-NY-TOR,2025-06-01,2025,6,UFA,empire,rush,2.0,0.0,,,1.0,3.0,,,,,2.0,169.0,210.0
2025-06-06-NY-DC,2025-06-06,2025,7,UFA,empire,breeze,0.0,0.0,,,1.0,4.0,,,,,3.0,202.0,54.0
2025-06-14-DC-NY,2025-06-14,2025,8,UFA,breeze,empire,0.0,0.0,,,0.0,0.0,,,,,0.0,127.0,22.0
2025-06-20-TOR-NY,2025-06-20,2025,9,UFA,rush,empire,0.0,1.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-07-13-PHI-NY,2025-07-13,2025,12,UFA,phoenix,empire,0.0,2.0,,,1.0,0.0,,,,,0.0,18.0,0.0
2025-07-19-BOS-NY,2025-07-19,2025,13,UFA,glory,empire,0.0,0.0,,,0.0,1.0,,,,,0.0,26.0,4.0
2026-05-01-TOR-NY,2026-05-01,2026,2,UFA,rush,empire,0.0,1.0,,,0.0,0.0,,,,,0.0,9.0,-1.0
2026-05-10-DC-NY,2026-05-10,2026,3,UFA,breeze,empire,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2026-05-16-COL-NY,2026-05-16,2026,4,UFA,apex,empire,0.0,1.0,,,0.0,0.0,,,,,0.0,2.0,28.0
