game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_FLYERS,,2022,2,AUDL,,,4.0,0.0,,,0.0,4.0,,,,2.0,208.0,122.0
SYNTHETIC_AUDL_2022_W3_FLYERS,,2022,3,AUDL,,,1.0,0.0,,,1.0,4.0,,,,1.0,160.0,58.0
2022-06-17-CAR-ATL,2022-06-17,2022,4,,CAR,ATL,0.0,1.0,,,0.0,4.0,,,,0.0,161.0,-17.0
2022-06-25-CAR-TB,2022-06-25,2022,5,,CAR,TB,0.0,0.0,,,0.0,2.0,,,,1.0,42.0,-5.0
2022-07-02-ATL-CAR,2022-07-02,2022,6,,ATL,CAR,2.0,1.0,,,0.0,1.0,,,,0.0,126.0,87.0
2022-07-09-TB-CAR,2022-07-09,2022,7,AUDL,cannons,flyers,1.0,1.0,,,0.0,1.0,,,,1.0,191.0,94.0
2022-07-16-CAR-PIT,2022-07-16,2022,8,AUDL,flyers,thunderbirds,1.0,1.0,,,0.0,8.0,,,,1.0,357.0,119.0
2023-04-29-DC-CAR,2023-04-29,2023,1,AUDL,DC BREEZE,CAROLINA FLYERS,1.0,2.0,13.0,11.0,2.0,2.0,1.0,,11.0,,225.0,93.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,AUDL,CAROLINA FLYERS,ATLANTA HUSTLE,,,4.0,3.0,,1.0,,,3.0,,37.0,7.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,,1.0,7.0,7.0,2.0,1.0,2.0,,7.0,,100.0,31.0
2023-06-02-CAR-DC,2023-06-02,2023,6,AUDL,CAROLINA FLYERS,DC BREEZE,,1.0,4.0,3.0,,1.0,1.0,1.0,3.0,,89.0,17.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,AUDL,CAROLINA FLYERS,PHILADELPHIA PHOENIX,,,,,1.0,,,,,,,
2023-06-09-CAR-DAL,2023-06-09,2023,7,AUDL,CAROLINA FLYERS,DALLAS LEGION,2.0,,25.0,14.0,,9.0,4.0,,16.0,1.0,422.0,37.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,,1.0,5.0,4.0,,,,,5.0,1.0,52.0,17.0
2026-05-01-TOR-NY,2026-05-01,2026,2,UFA,rush,empire,1.0,0.0,,,0.0,1.0,,,,0.0,100.0,11.0
2026-05-10-DC-NY,2026-05-10,2026,3,UFA,breeze,empire,1.0,0.0,,,0.0,2.0,,,,1.0,131.0,-7.0
2026-05-16-COL-NY,2026-05-16,2026,4,UFA,apex,empire,1.0,0.0,,,0.0,2.0,,,,0.0,151.0,73.0
