game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W1_EDM,,,1,CFL,,,,0.0,13.0,1.0,,
SYNTHETIC_CFL_W9_EDM,,,9,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_W11_EDM,,,11,CFL,,,,0.0,8.0,1.0,,
SYNTHETIC_CFL_2023_W13_EDM,,2023,13,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W14_EDM,,2023,14,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W15_EDM,,2023,15,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W16_EDM,,2023,16,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W18_EDM,,2023,18,CFL,,,0.0,0.0,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W6_EDM,,2024,6,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2025_W5_EDM,,2025,5,CFL,,,,0.0,18.0,1.0,,
SYNTHETIC_CFL_2025_W8_EDM,,2025,8,CFL,,,,0.0,5.0,1.0,,
SYNTHETIC_CFL_2025_W12_EDM,,2025,12,CFL,,,,0.0,33.0,3.0,,
