game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2021_SEASON_TOTAL,,,1,,,,33.0,,,18.0,14.0,,2.0,,47.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,38.0,,,17.0,21.0,,24.0,,59.0,15.0,7.0,,,
NLL_2023_SEASON_TOTAL,,,1,,,,61.0,,,18.0,37.0,,4.0,,98.0,16.0,7.0,1.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,1.0,1.0
