game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-odi-2013-08-27-660825,2013-08-27,2013,1,ODI,Canada,Netherlands,59.0,8.0,0.0,6.0,74.0,2.0,,1.0
cricket-t20i-2013-11-22-660173,2013-11-22,2013,1,T20I,Netherlands,Scotland,2.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0
cricket-t20i-2013-11-23-660185,2013-11-23,2013,1,T20I,Kenya,Netherlands,2.0,0.0,0.0,5.0,0.0,0.0,,1.0
cricket-t20i-2013-11-28-660223,2013-11-28,2013,1,T20I,Netherlands,Scotland,28.0,5.0,0.0,3.0,40.0,0.0,1.0,1.0
cricket-odi-2014-01-23-696733,2014-01-23,2014,1,ODI,Netherlands,Kenya,2.0,0.0,0.0,7.0,3.0,0.0,,1.0
cricket-odi-2014-01-28-696747,2014-01-28,2014,1,ODI,Canada,Netherlands,,,,,,,1.0,1.0
cricket-t20i-2014-03-17-682903,2014-03-17,2014,1,T20I,Netherlands,United Arab Emirates,6.0,1.0,1.0,6.0,6.0,0.0,,1.0
cricket-t20i-2014-03-19-682909,2014-03-19,2014,1,T20I,Netherlands,Zimbabwe,24.0,1.0,0.0,6.0,20.0,0.0,,1.0
cricket-t20i-2014-03-21-682919,2014-03-21,2014,1,T20I,Ireland,Netherlands,5.0,0.0,1.0,6.0,9.0,1.0,,1.0
cricket-t20i-2014-03-24-682933,2014-03-24,2014,1,T20I,Netherlands,Sri Lanka,10.0,1.0,0.0,6.0,8.0,0.0,,1.0
cricket-t20i-2014-03-27-682937,2014-03-27,2014,1,T20I,Netherlands,South Africa,6.0,0.0,0.0,6.0,5.0,0.0,2.0,1.0
cricket-t20i-2014-03-29-682945,2014-03-29,2014,1,T20I,Netherlands,New Zealand,6.0,0.0,1.0,6.0,1.0,0.0,,1.0
cricket-t20i-2014-03-31-682953,2014-03-31,2014,1,T20I,England,Netherlands,2.0,0.0,1.0,6.0,0.0,0.0,,1.0
cricket-t20i-2015-07-01-883343,2015-07-01,2015,1,T20I,Netherlands,Nepal,46.0,4.0,0.0,3.0,66.0,3.0,,1.0
cricket-t20i-2015-07-02-883345,2015-07-02,2015,1,T20I,Netherlands,Nepal,7.0,0.0,0.0,3.0,8.0,1.0,,1.0
cricket-t20i-2015-07-11-875471,2015-07-11,2015,1,T20I,Scotland,Netherlands,15.0,0.0,0.0,3.0,12.0,0.0,2.0,1.0
cricket-t20i-2015-07-12-875481,2015-07-12,2015,1,T20I,Netherlands,United Arab Emirates,38.0,3.0,1.0,3.0,50.0,3.0,,1.0
cricket-t20i-2015-07-25-875553,2015-07-25,2015,1,T20I,Ireland,Netherlands,40.0,6.0,0.0,3.0,43.0,1.0,1.0,1.0
cricket-t20i-2016-03-09-951309,2016-03-09,2016,1,T20I,Bangladesh,Netherlands,15.0,3.0,0.0,3.0,20.0,0.0,,1.0
cricket-t20i-2016-03-13-951325,2016-03-13,2016,1,T20I,Ireland,Netherlands,,,,,,,2.0,1.0
cricket-t20i-2017-01-15-1074959,2017-01-15,2017,1,T20I,Netherlands,Oman,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-t20i-2017-01-17-1074964,2017-01-17,2017,1,T20I,Netherlands,Scotland,16.0,3.0,0.0,1.0,24.0,1.0,,1.0
cricket-t20i-2017-01-18-1074966,2017-01-18,2017,1,T20I,Hong Kong,Netherlands,19.0,3.0,0.0,3.0,22.0,1.0,,1.0
cricket-t20i-2018-06-12-1142501,2018-06-12,2018,1,T20I,Netherlands,Ireland,12.0,1.0,0.0,3.0,14.0,1.0,1.0,1.0
cricket-t20i-2018-06-13-1142502,2018-06-13,2018,1,T20I,Ireland,Netherlands,10.0,1.0,0.0,3.0,10.0,0.0,1.0,1.0
cricket-t20i-2018-06-19-1142505,2018-06-19,2018,1,T20I,Netherlands,Scotland,19.0,1.0,0.0,4.0,22.0,0.0,1.0,1.0
cricket-t20i-2018-06-20-1142506,2018-06-20,2018,1,T20I,Scotland,Netherlands,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-odi-2019-06-19-1188377,2019-06-19,2019,1,ODI,Netherlands,Zimbabwe,55.0,5.0,0.0,3.0,35.0,1.0,,1.0
cricket-odi-2019-06-21-1188378,2019-06-21,2019,1,ODI,Netherlands,Zimbabwe,33.0,1.0,0.0,3.0,20.0,1.0,1.0,1.0
cricket-t20i-2019-02-15-1172507,2019-02-15,2019,1,T20I,Oman,Netherlands,34.0,5.0,1.0,3.0,50.0,1.0,,1.0
cricket-t20i-2019-02-17-1172509,2019-02-17,2019,1,T20I,Ireland,Netherlands,21.0,1.0,1.0,3.0,18.0,0.0,2.0,1.0
cricket-t20i-2019-06-23-1188379,2019-06-23,2019,1,T20I,Netherlands,Zimbabwe,28.0,5.0,0.0,3.0,54.0,2.0,1.0,1.0
cricket-t20i-2019-06-25-1188380,2019-06-25,2019,1,T20I,Netherlands,Zimbabwe,10.0,2.0,0.0,3.0,17.0,1.0,1.0,1.0
cricket-t20i-2019-08-05-1191006,2019-08-05,2019,1,T20I,Netherlands,United Arab Emirates,38.0,5.0,0.0,2.0,46.0,1.0,,1.0
cricket-t20i-2019-08-08-1191008,2019-08-08,2019,1,T20I,Netherlands,United Arab Emirates,12.0,1.0,0.0,3.0,11.0,0.0,,1.0
cricket-t20i-2019-09-16-1200425,2019-09-16,2019,1,T20I,Netherlands,Scotland,3.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0
cricket-t20i-2019-09-18-1200427,2019-09-18,2019,1,T20I,Ireland,Netherlands,56.0,5.0,1.0,2.0,91.0,7.0,2.0,1.0
cricket-t20i-2019-09-19-1200428,2019-09-19,2019,1,T20I,Netherlands,Scotland,6.0,0.0,0.0,4.0,2.0,0.0,,1.0
cricket-t20i-2019-10-05-1197521,2019-10-05,2019,1,T20I,Ireland,Netherlands,45.0,8.0,0.0,3.0,65.0,1.0,1.0,1.0
cricket-t20i-2019-10-18-1199501,2019-10-18,2019,1,T20I,Kenya,Netherlands,28.0,5.0,0.0,3.0,36.0,0.0,,1.0
cricket-t20i-2019-10-19-1199505,2019-10-19,2019,1,T20I,Namibia,Netherlands,4.0,0.0,0.0,3.0,3.0,0.0,,1.0
cricket-t20i-2019-10-22-1199518,2019-10-22,2019,1,T20I,Netherlands,Singapore,4.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-t20i-2019-10-24-1199525,2019-10-24,2019,1,T20I,Netherlands,Papua New Guinea,11.0,0.0,0.0,3.0,9.0,1.0,,1.0
cricket-t20i-2019-10-26-1199534,2019-10-26,2019,1,T20I,Bermuda,Netherlands,38.0,7.0,0.0,2.0,58.0,0.0,,1.0
cricket-t20i-2019-10-27-1199539,2019-10-27,2019,1,T20I,Netherlands,Scotland,15.0,2.0,0.0,3.0,21.0,1.0,1.0,1.0
cricket-t20i-2019-10-29-1199541,2019-10-29,2019,1,T20I,United Arab Emirates,Netherlands,53.0,3.0,1.0,2.0,41.0,0.0,,1.0
cricket-t20i-2019-11-01-1199546,2019-11-01,2019,1,T20I,Ireland,Netherlands,35.0,1.0,0.0,2.0,37.0,1.0,1.0,1.0
cricket-t20i-2019-11-02-1199549,2019-11-02,2019,1,T20I,Netherlands,Papua New Guinea,33.0,4.0,0.0,3.0,41.0,2.0,1.0,1.0
cricket-odi-2021-05-19-1260084,2021-05-19,2021,1,ODI,Netherlands,Scotland,10.0,0.0,0.0,3.0,10.0,0.0,,1.0
cricket-odi-2021-05-20-1260085,2021-05-20,2021,1,ODI,Netherlands,Scotland,1.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-odi-2021-06-02-1251962,2021-06-02,2021,1,ODI,Netherlands,Ireland,8.0,1.0,0.0,3.0,6.0,0.0,,1.0
cricket-odi-2021-06-04-1251963,2021-06-04,2021,1,ODI,Netherlands,Ireland,1.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-odi-2021-06-07-1251964,2021-06-07,2021,1,ODI,Ireland,Netherlands,3.0,0.0,1.0,7.0,0.0,0.0,,1.0
cricket-t20i-2021-04-17-1257945,2021-04-17,2021,1,T20I,Netherlands,Nepal,2.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-t20i-2021-04-18-1257946,2021-04-18,2021,1,T20I,Netherlands,Malaysia,20.0,2.0,1.0,4.0,20.0,0.0,3.0,1.0
cricket-t20i-2021-04-20-1257948,2021-04-20,2021,1,T20I,Nepal,Netherlands,35.0,10.0,0.0,3.0,55.0,0.0,1.0,1.0
cricket-t20i-2021-04-21-1257949,2021-04-21,2021,1,T20I,Netherlands,Malaysia,32.0,7.0,1.0,3.0,54.0,2.0,,1.0
cricket-t20i-2021-04-24-1257951,2021-04-24,2021,1,T20I,Nepal,Netherlands,5.0,1.0,0.0,3.0,7.0,0.0,,1.0
cricket-t20i-2021-10-18-1273714,2021-10-18,2021,1,T20I,Netherlands,Ireland,1.0,0.0,0.0,2.0,0.0,0.0,,1.0
cricket-t20i-2021-10-22-1273723,2021-10-22,2021,1,T20I,Netherlands,Sri Lanka,8.0,2.0,0.0,3.0,9.0,0.0,,1.0
