game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,targets
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,1.0,15.0,2.0,3.0
FOOTBALL_AAF_2019_2_16_SL@BIR,2019-02-16,2019,2,AAF,SL,BIR,0.0,13.0,1.0,2.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,0.0,21.0,3.0,3.0
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,0.0,13.0,2.0,3.0
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,0.0,9.0,2.0,2.0
