game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_yds
FOOTBALL_CFL_2017_10_13_CGY@HAM,2017-10-13,2017,1,CFL,CGY,HAM,37.0,4.0,81.0
FOOTBALL_CFL_2017_10_6_HAM@WPG,2017-10-06,2017,1,CFL,HAM,WPG,29.0,2.0,51.0
