game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-npl-2025-12-04-1511000,2025-12-04,2025,1,NPL,Sudur Paschim Royals,Chitwan Rhinos,12.0,0.0,0.0,14.0,1.0,2.0,1.0,1.0
cricket-npl-2025-12-06-1511002,2025-12-06,2025,1,NPL,Sudur Paschim Royals,Biratnagar Kings,6.0,0.0,0.0,20.0,0.0,0.0,,1.0
