game_id,date,season,week,league,away,home,3pt_pass,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
88,2026-03-28,2026,1,UFL,DC DEFENDERS,ST. LOUIS BATTLEHAWKS,,0.0,,1.0,198.0,0.0,-2.0
94,2026-04-07,2026,2,UFL,ST. LOUIS BATTLEHAWKS,DALLAS RENEGADES,1.0,2.0,,1.0,186.0,0.0,16.0
98,2026-04-12,2026,3,UFL,BIRMINGHAM STALLIONS,ST. LOUIS BATTLEHAWKS,,3.0,,3.0,224.0,0.0,-11.0
101,2026-04-18,2026,4,UFL,ST. LOUIS BATTLEHAWKS,DC DEFENDERS,,1.0,,1.0,144.0,0.0,31.0
104,2026-04-25,2026,5,UFL,ST. LOUIS BATTLEHAWKS,ORLANDO STORM,,2.0,,1.0,185.0,1.0,21.0
107,2026-04-30,2026,6,UFL,ST. LOUIS BATTLEHAWKS,LOUISVILLE KINGS,,1.0,1.0,2.0,242.0,0.0,-7.0
111,2026-05-08,2026,7,UFL,COLUMBUS AVIATORS,ST. LOUIS BATTLEHAWKS,,1.0,,1.0,204.0,1.0,-1.0
