game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-825-1-1,2026-02-11,2026,1,WCF-WORLD,Canada,Germany,1.0,1.0,0.0,7.0,6.0
curling-wcf-world-2026-825-10-1,2026-02-17,2026,1,WCF-WORLD,Germany,Switzerland,1.0,1.0,0.0,8.0,4.0
curling-wcf-world-2026-825-2-1,2026-02-12,2026,1,WCF-WORLD,Norway,Germany,0.0,1.0,1.0,4.0,5.0
curling-wcf-world-2026-825-5-2,2026-02-14,2026,1,WCF-WORLD,Germany,United States of America,1.0,1.0,0.0,8.0,6.0
curling-wcf-world-2026-825-6-2,2026-02-15,2026,1,WCF-WORLD,Germany,Great Britain,1.0,1.0,0.0,9.0,4.0
curling-wcf-world-2026-825-9-1,2026-02-17,2026,1,WCF-WORLD,Czechia,Germany,1.0,1.0,0.0,9.0,7.0
curling-wcf-world-2026-833-16-1,2026-04-01,2026,1,WCF-WORLD,Sweden,Germany,1.0,1.0,0.0,8.0,3.0
curling-wcf-world-2026-833-18-2,2026-04-02,2026,1,WCF-WORLD,Germany,China,1.0,1.0,0.0,9.0,5.0
curling-wcf-world-2026-833-3-2,2026-03-28,2026,1,WCF-WORLD,Germany,Czechia,0.0,1.0,1.0,7.0,8.0
curling-wcf-world-2026-833-5-1,2026-03-28,2026,1,WCF-WORLD,Poland,Germany,1.0,1.0,0.0,11.0,4.0
curling-wcf-world-2026-833-6-2,2026-03-29,2026,1,WCF-WORLD,Italy,Germany,1.0,1.0,0.0,7.0,5.0
curling-wcf-world-2026-833-8-1,2026-03-29,2026,1,WCF-WORLD,Germany,Korea,0.0,1.0,1.0,4.0,6.0
