game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2018-07-07-1147718,2018-07-07,2018,1,T20I,Uganda,Scotland,4.0,0.0,0.0,1.0,0.0,0.0,1.0
cricket-t20i-2018-07-10-1147726,2018-07-10,2018,1,T20I,Uganda,Ireland,9.0,0.0,0.0,1.0,5.0,0.0,1.0
cricket-t20i-2018-07-12-1147730,2018-07-12,2018,1,T20I,Netherlands,Uganda,24.0,1.0,0.0,1.0,19.0,1.0,1.0
cricket-t20i-2018-07-14-1147735,2018-07-14,2018,1,T20I,Thailand,Uganda,7.0,0.0,0.0,1.0,0.0,0.0,1.0
cricket-t20i-2019-05-05-1182644,2019-05-05,2019,1,T20I,Sierra Leone,Uganda,4.0,0.0,0.0,1.0,2.0,0.0,1.0
cricket-t20i-2019-05-06-1182648,2019-05-06,2019,1,T20I,Namibia,Uganda,23.0,2.0,0.0,1.0,16.0,0.0,1.0
cricket-t20i-2019-05-08-1182652,2019-05-08,2019,1,T20I,Kenya,Uganda,11.0,0.0,0.0,1.0,7.0,0.0,1.0
cricket-t20i-2021-09-11-1275115,2021-09-11,2021,1,T20I,Uganda,Nigeria,3.0,0.0,0.0,1.0,0.0,0.0,1.0
cricket-t20i-2021-09-17-1275129,2021-09-17,2021,1,T20I,Zimbabwe,Uganda,25.0,1.0,0.0,5.0,14.0,0.0,1.0
