game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2023-10-27-1405122,2023-10-27,2023,1,T20I,Bangladesh,Pakistan,1.0,0.0,1.0,8.0,1.0,0.0,18.0,0.0,0.0,15.0,0.0,1.0,1.0
cricket-t20i-2023-10-29-1405123,2023-10-29,2023,1,T20I,Pakistan,Bangladesh,11.0,3.0,0.0,8.0,18.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,1.0
cricket-t20i-2023-12-03-1398254,2023-12-03,2023,1,T20I,Bangladesh,South Africa,,,,,,,18.0,0.0,0.0,19.0,0.0,0.0,1.0
cricket-t20i-2023-12-08-1398256,2023-12-08,2023,1,T20I,Bangladesh,South Africa,1.0,0.0,1.0,7.0,1.0,0.0,12.0,0.0,0.0,10.0,1.0,0.0,1.0
cricket-t20i-2024-03-31-1425064,2024-03-31,2024,1,T20I,Bangladesh,Australia,,,,,,,6.0,0.0,0.0,11.0,0.0,0.0,1.0
cricket-t20i-2024-04-02-1425065,2024-04-02,2024,1,T20I,Australia,Bangladesh,4.0,0.0,0.0,7.0,3.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,1.0
cricket-t20i-2024-04-04-1425066,2024-04-04,2024,1,T20I,Australia,Bangladesh,2.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,31.0,1.0,1.0,1.0
cricket-t20i-2024-05-02-1429395,2024-05-02,2024,1,T20I,Bangladesh,India,2.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,1.0
cricket-t20i-2024-05-06-1429396,2024-05-06,2024,1,T20I,India,Bangladesh,11.0,2.0,1.0,7.0,11.0,0.0,18.0,0.0,0.0,29.0,1.0,0.0,1.0
cricket-t20i-2024-05-09-1429397,2024-05-09,2024,1,T20I,India,Bangladesh,21.0,3.0,1.0,7.0,28.0,0.0,12.0,0.0,0.0,16.0,0.0,1.0,1.0
cricket-t20i-2024-07-20-1426759,2024-07-20,2024,1,T20I,Bangladesh,Sri Lanka,13.0,0.0,0.0,6.0,5.0,0.0,12.0,0.0,0.0,17.0,0.0,1.0,1.0
