game_id,date,season,week,league,away,home,assisted_tackles,fg_attempts,field_goal_long,field_goals_made,fumble_recoveries,fumble_recovery_yards,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,solo_tackles,tackles,xp_attempts,xp_made
FOOTBALL_IFL_2026_6_12_TJACKSONVILLESHARKSG20260612DROA@TGREENBAYBLIZZARD,2026-06-12,2026,14,IFL,Jacksonville Sharks,Green Bay Blizzard,0.0,2.0,13.0,1.0,1.0,0.0,7.0,36.3,0.0,2.0,290.0,8.0,0.0,0.0,5.0,4.0
FOOTBALL_IFL_2026_6_21_TJACKSONVILLESHARKSG202606212HO4@TORLANDOPIRATES,2026-06-21,2026,15,IFL,Jacksonville Sharks,Orlando Pirates,,2.0,0.0,0.0,,,2.0,39.3,0.0,1.0,275.0,7.0,,,4.0,2.0
FOOTBALL_IFL_2026_6_28_TSANDIEGOSTRIKEFORCEG20260628FR6E@TJACKSONVILLESHARKS,2026-06-28,2026,16,IFL,San Diego Strike Force,Jacksonville Sharks,,,,,,,7.0,40.1,0.0,0.0,321.0,8.0,,,8.0,7.0
