game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2026-03-13-1527280,2026-03-13,2026,1,T20I,Botswana,Lesotho,12.0,0.0,0.0,6.0,1.0,0.0,,1.0
cricket-t20i-2026-03-15-1527281,2026-03-15,2026,1,T20I,Botswana,Lesotho,12.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0
