game_id,date,season,week,league,away,home,assisted_tackles,pass_td,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles
FOOTBALL_IFL_2026_5_24_TNEWMEXICOCHUPACABRASG20260524HN6I@TORLANDOPIRATES,2026-05-24,2026,,IFL,New Mexico Chupacabras,Orlando Pirates,0.0,,8.3,11.0,,1.0,25.0,3.0,2.3,5.0,6.0,1.0,14.0,1.0,1.0
FOOTBALL_UFL_2026_5_10_ORL@HOU,2026-05-10,2026,7,UFL,ORL,HOU,,1.0,,,,,,,,,,,,,
FOOTBALL_NAL_2026_4_25_T581933G1127161@T566774,2026-04-25,2026,8,NAL,Dallas Bulls,Omaha Beef,,,4.0,4.0,0.0,0.0,4.0,1.0,,,,,,,
FOOTBALL_IFL_2026_5_30_TORLANDOPIRATESG20260530J4E8@TTUCSONSUGARSKULLS,2026-05-30,2026,12,IFL,Orlando Pirates,Tucson Sugar Skulls,0.0,,2.0,2.0,,0.0,2.0,1.0,10.5,12.0,2.0,0.0,21.0,1.0,1.0
FOOTBALL_IFL_2026_6_6_TIOWABARNSTORMERSG202606060Q8D@TORLANDOPIRATES,2026-06-06,2026,13,IFL,Iowa Barnstormers,Orlando Pirates,1.0,,6.5,7.0,,0.0,13.0,2.0,3.5,4.0,2.0,0.0,7.0,0.0,1.0
FOOTBALL_IFL_2026_6_13_TORLANDOPIRATESG202606136M0I@TTULSAOILERS,2026-06-13,2026,14,IFL,Orlando Pirates,Tulsa Oilers,0.0,,,,,,,,,,,,,1.0,1.0
FOOTBALL_IFL_2026_6_28_TORLANDOPIRATESG20260628EGZ4@TQUADCITYSTEAMWHEELERS,2026-06-28,2026,16,IFL,Orlando Pirates,Quad City Steamwheelers,,,8.5,13.0,,0.0,17.0,2.0,,,,,,,
FOOTBALL_IFL_2026_7_11_TORLANDOPIRATESG20260711VSBZ@TSANANTONIOGUNSLINGERS,2026-07-11,2026,18,IFL,Orlando Pirates,San Antonio Gunslingers,1.0,,,,,,,,,,,,,1.0,2.0
FOOTBALL_IFL_2026_7_26_TORLANDOPIRATESG20260726LXNH@TFISHERSFREIGHT,2026-07-26,2026,20,IFL,Orlando Pirates,Fishers Freight,2.0,,,,,,,,,,,,,1.0,3.0
