game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_SOL,,2022,2,AUDL,,,2.0,1.0,,,,0.0,4.0,,,,,0.0,222.0,184.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,4.0,2.0,,,,0.0,1.0,,,,,2.0,152.0,157.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,6.0,1.0,,,,0.0,0.0,,,,,1.0,5.0,334.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,2.0,2.0,,,,0.0,4.0,,,,,0.0,148.0,153.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,8.0,0.0,,,,0.0,1.0,,,,,1.0,253.0,238.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,AUDL,hustle,sol,2.0,0.0,,,,1.0,3.0,,,,,2.0,240.0,247.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,AUDL,legion,sol,1.0,1.0,,,,1.0,3.0,,,,,1.0,207.0,109.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,4.0,0.0,,,,0.0,2.0,,,,,0.0,174.0,115.0
2023-04-29-ATX-HTX,2023-04-29,2023,1,AUDL,AUSTIN SOL,HOUSTON HAVOC,2.0,1.0,,24.0,24.0,1.0,1.0,3.0,,,26.0,2.0,189.0,137.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,AUDL,DALLAS LEGION,AUSTIN SOL,2.0,1.0,,24.0,20.0,,3.0,3.0,,,21.0,1.0,297.0,151.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,AUDL,AUSTIN SOL,ATLANTA HUSTLE,5.0,1.0,,18.0,16.0,,4.0,,1.0,,18.0,2.0,205.0,192.0
2023-05-13-ATX-CAR,2023-05-13,2023,3,AUDL,AUSTIN SOL,CAROLINA FLYERS,,,,,,,,1.0,,,,,,
2023-05-20-SD-ATX,2023-05-20,2023,4,AUDL,SAN DIEGO GROWLERS,AUSTIN SOL,1.0,1.0,,25.0,20.0,1.0,4.0,,1.0,,22.0,1.0,246.0,70.0
