game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,games_played,kick_returns,punt_returns,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles,total_yards,yards_per_game
FOOTBALL_NAL_2021_albany-empire_SEASON_TOTAL,2021-12-31,,0,,,ALBANY EMPIRE,,,,,,,,,7.0,5.6,39.0,,,,,,20.0,,,,,,,,19.0,,,0.0,0.0
4002611070524,2026-05-02,2026,1,50 Yard,Albany Firebirds,Washington Wolfpack,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,,,,,,,,,,,,21.0,21.0,0.0,0.0,0.0,21.0,1.0,4.0,10.0,0.0,8.0,0.0,1.0,30.0,,,,
FOOTBALL_AF1_2026_4_18_T584635G1168204@T584761,2026-04-18,2026,2,AF1,Albany Firebirds,Beaumont Renegades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,5.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,,
FOOTBALL_AF1_2026_4_25_T584635G1168207@T584638,2026-04-26,2026,3,AF1,Albany Firebirds,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,22.0,0.0,6.0,0.0,1.0,35.0,0.0,1.0,,
FOOTBALL_AF1_2026_5_2_T584635G1168211@T584641,2026-05-02,2026,4,AF1,Albany Firebirds,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.0,20.0,0.0,3.0,0.0,1.0,25.0,0.0,1.0,,
