game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2019-07-22-1190767,2019-07-22,2019,1,T20I,Singapore,Qatar,2.0,1.0,0.0,7.0,4.0,0.0,18.0,0.0,0.0,40.0,0.0,0.0,1.0
cricket-t20i-2019-07-26-1190773,2019-07-26,2019,1,T20I,Singapore,Malaysia,,,,,,,24.0,0.0,0.0,27.0,3.0,0.0,1.0
cricket-t20i-2019-07-28-1190776,2019-07-28,2019,1,T20I,Singapore,Nepal,1.0,0.0,1.0,8.0,1.0,0.0,18.0,0.0,0.0,19.0,1.0,0.0,1.0
cricket-t20i-2019-09-28-1201681,2019-09-28,2019,1,T20I,Singapore,Nepal,,,,,,,12.0,0.0,0.0,35.0,0.0,0.0,1.0
cricket-t20i-2020-02-29-1217738,2020-02-29,2020,1,T20I,Thailand,Singapore,1.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,19.0,2.0,1.0,1.0
cricket-t20i-2020-03-03-1217742,2020-03-03,2020,1,T20I,Malaysia,Singapore,,,,,,,19.0,1.0,1.0,28.0,4.0,0.0,1.0
cricket-t20i-2020-03-04-1217745,2020-03-04,2020,1,T20I,Hong Kong,Singapore,,,,,,,24.0,0.0,0.0,26.0,2.0,1.0,1.0
cricket-t20i-2022-06-28-1321311,2022-06-28,2022,1,T20I,Malaysia,Singapore,,,,,,,24.0,0.0,0.0,18.0,3.0,0.0,1.0
cricket-t20i-2022-06-29-1321312,2022-06-29,2022,1,T20I,Malaysia,Singapore,,,,,,,12.0,0.0,0.0,27.0,0.0,0.0,1.0
cricket-t20i-2022-07-11-1321465,2022-07-11,2022,1,T20I,Zimbabwe,Singapore,1.0,0.0,1.0,9.0,1.0,0.0,24.0,0.0,0.0,31.0,1.0,0.0,1.0
cricket-t20i-2022-07-12-1321470,2022-07-12,2022,1,T20I,United States of America,Singapore,22.0,2.0,1.0,9.0,21.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,1.0
cricket-t20i-2022-07-17-1321482,2022-07-17,2022,1,T20I,Singapore,Jersey,2.0,0.0,1.0,8.0,2.0,0.0,22.0,0.0,0.0,45.0,1.0,0.0,1.0
cricket-t20i-2023-10-30-1405314,2023-10-30,2023,1,T20I,Singapore,Nepal,2.0,0.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,33.0,1.0,0.0,1.0
cricket-t20i-2023-10-31-1405317,2023-10-31,2023,1,T20I,Oman,Singapore,2.0,1.0,1.0,9.0,5.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,1.0
