game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2014-19vQ2095K6,,2014,1,MLS,,,2.0,0.4614,14.8718,0.5741,4.0,-0.4829,6.0,15.0,1385.0,0.6275,298.0,-10.0345,-3.3673,1.7802,41.0,19.0,1.5386,4.4829,0.2461,6.0215,0.6612,2.8483
soccer-mls-2015-Vj58weDM8n,,2015,1,MLS,,,3.0,1.6464,14.3892,1.87,6.0,1.0244,9.0,15.0,1132.0,0.6173,324.0,-15.4218,-4.7598,3.6963,38.0,14.0,1.3536,4.9756,0.7027,6.3293,0.6649,3.2763
soccer-mls-2016-EKXMeX3Q64,,2016,1,MLS,,,2.0,0.8923,14.397,2.8305,8.0,0.5479,10.0,9.0,1209.0,0.6245,269.0,-13.0295,-4.8437,2.8352,39.0,18.0,1.1077,7.4521,0.8589,8.5598,0.673,3.1665
soccer-mls-2016-Vj58weDM8n,,2016,1,MLS,,,1.0,0.8799,16.5836,3.3155,0.0,-1.3868,1.0,4.0,264.0,0.5636,55.0,-5.1298,-9.3269,0.0,7.0,5.0,0.1201,1.3868,0.1518,1.5069,0.6569,1.4759
soccer-mls-2017-EKXMeX3Q64,,2017,1,MLS,,,0.0,-0.5708,15.305,2.0393,5.0,-0.5086,5.0,6.0,1148.0,0.6046,263.0,-17.1093,-6.5054,1.1827,38.0,14.0,0.5708,5.5086,-0.0946,6.0794,0.6696,2.725
soccer-mls-2018-EKXMeX3Q64,,2018,1,MLS,,,1.0,0.4824,13.911,1.9114,0.0,-0.1126,1.0,2.0,280.0,0.6667,60.0,-1.6214,-2.7023,0.0,1.0,0.0,0.5176,0.1126,-0.1126,0.6302,0.6937,0.0773
soccer-mls-2018-mvzqoLZQap,,2018,1,MLS,,,1.0,0.8694,15.5845,2.8747,1.0,-0.9171,2.0,1.0,404.0,0.541,61.0,-6.007,-9.8475,0.2282,11.0,5.0,0.1306,1.9171,0.6192,2.0476,0.6395,0.8737
soccer-mls-2019-kRQabn8MKZ,,2019,1,MLS,,,0.0,-0.5108,16.3943,2.14,2.0,0.0627,2.0,6.0,454.0,0.6182,110.0,-5.4129,-4.9208,1.8561,13.0,6.0,0.5108,1.9373,-0.0817,2.4481,0.6674,1.0205
soccer-mls-2019-mvzqoLZQap,,2019,1,MLS,,,0.0,-0.4077,15.8785,1.5432,0.0,-0.8899,0.0,2.0,241.0,0.5854,41.0,-4.5934,-11.2033,0.0,5.0,1.0,0.4077,0.8899,-0.1611,1.2976,0.6974,0.5673
soccer-mls-2020-kRQabn8MKZ,,2020,1,MLS,,,1.0,-0.1644,16.6256,2.5076,2.0,0.9804,3.0,6.0,536.0,0.6863,153.0,-5.276,-3.4484,0.2662,10.0,5.0,1.1644,1.0196,0.4244,2.184,0.7208,0.1884
soccer-mls-2021-kRQabn8MKZ,,2021,1,MLS,,,2.0,1.0916,14.5272,0.4599,0.0,-1.5994,2.0,6.0,901.0,0.7027,185.0,-12.6772,-6.8525,0.0,18.0,3.0,0.9084,1.5994,-1.142,2.5078,0.7712,1.2151
