game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2017-APk5LGOMOW,,2017,1,MLS,,,0.0,0.0,39.1974,29.7974,0.0,8.0,2.6333,0.0,1.4907,0.0,0.1053,0.0,292.0,0.6914,81.0,-3.8876,-4.7995,0.0,10.0,0.0,19.0,0.0,0.0,0.0,5.3667,0.0,0.0,0.7394,0.0
soccer-uslc-2018-xW5pyJKqg1,,2018,1,USLC,,,0.0,0.0,52.9053,46.3146,0.0,30.0,-3.3019,0.0,0.9008,0.0,0.1161,0.0,3028.0,0.5392,1007.0,51.7808,5.1421,0.0,82.0,0.0,112.0,0.0,0.0,0.0,33.3019,0.0,0.0,0.4878,0.0
soccer-mls-2019-lgpMOvnQzy,,2019,1,MLS,,,0.0,0.0,40.3339,29.4004,0.0,44.0,0.8573,0.0,1.0199,0.0,0.1321,0.0,2563.0,0.7158,943.0,-7.0508,-0.7477,0.0,114.0,0.0,159.0,0.0,0.0,0.0,43.1427,0.0,0.0,0.7233,0.0
soccer-mls-2020-lgpMOvnQzy,,2020,1,MLS,,,0.0,0.0,39.1506,29.0387,0.0,10.0,0.088,0.0,1.0089,0.0,0.1818,0.0,367.0,0.7442,129.0,1.6849,1.3061,0.0,12.0,0.0,22.0,0.0,0.0,0.0,9.912,0.0,0.0,0.7311,0.0
soccer-mls-2021-lgpMOvnQzy,,2021,1,MLS,,,0.0,-0.0264,42.4995,33.9667,0.0,32.0,-3.6705,0.0,0.8971,0.0,0.145,1.0,2782.0,0.6726,962.0,17.7974,1.85,0.0,99.0,0.0,131.0,0.0,0.0264,0.0,35.6705,0.0,0.0264,0.6541,0.0
soccer-mls-2022-eVq3ya6MWO,,2022,1,MLS,,,0.0,0.0,38.1833,29.9493,0.0,38.0,5.9739,0.0,1.1865,0.0,0.1833,0.0,3629.0,0.7166,1048.0,8.7371,0.8337,0.0,79.0,0.0,120.0,0.0,0.0,0.0,32.0261,0.0,0.0,0.7083,0.0
soccer-mls-2023-eVq3ya6MWO,,2023,1,MLS,,,0.0,0.0,33.9099,25.0421,0.0,10.0,-3.691,0.0,0.7304,0.0,0.2143,0.0,1212.0,0.7363,364.0,-5.8905,-1.6183,0.0,30.0,0.0,42.0,0.0,0.0,0.0,13.691,0.0,0.0,0.7524,0.0
soccer-mlsnp-2023-2vQ1XzlqrA,,2023,1,MLSNP,,,0.0,0.0,30.5753,18.6735,0.0,3.0,-1.021,0.0,0.7461,0.0,0.2,0.0,484.0,0.8488,172.0,5.5784,3.2433,0.0,7.0,0.0,10.0,0.0,0.0,0.0,4.021,0.0,0.0,0.8164,0.0
soccer-mls-2024-WBLMvYAQxe,,2024,1,MLS,,,0.0,-0.0671,35.9414,26.5283,0.0,37.0,8.1354,0.0,1.2818,0.0,0.1444,1.0,2012.0,0.7884,761.0,22.0583,2.8986,0.0,51.0,0.0,90.0,0.0,0.0671,0.0,28.8646,0.0,0.0671,0.7595,0.0
soccer-mls-2025-WBLMvYAQxe,,2025,1,MLS,,,0.0,0.0,35.4277,26.8242,0.0,22.0,1.1847,0.0,1.0569,0.0,0.0986,0.0,1497.0,0.7491,530.0,-2.0238,-0.3818,0.0,49.0,0.0,71.0,0.0,0.0,0.0,20.8153,0.0,0.0,0.7529,0.0
soccer-mls-2026-jYQJ8EW5GR,,2026,1,MLS,,,0.0,0.0,32.4669,24.9393,0.0,32.0,1.3322,0.0,1.0434,0.0,0.0976,0.0,1048.0,0.7386,264.0,-4.9692,-1.8823,0.0,48.0,0.0,82.0,0.0,0.0,0.0,30.6678,0.0,0.0,0.7575,0.0
