game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,1.0,,3.0,3.0,,3.0,,-6.0,15.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,,1.0,2.0,2.0,,4.0,2.0,31.0,2.0
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,,,2.0,2.0,1.0,2.0,,-11.0,7.0
