game_id,date,season,week,league,away,home,def_pd,def_tackles,gp
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,8.0,26.0,8.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,2.0,21.0,7.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,6.0,21.0,12.0
