game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2019-4wM4E4d5jB,,2019,1,USLC,,,0.0,0.0,33.0401,24.1945,0.0,15.0,2.4855,0.0,1.1986,0.0,0.0714,0.0,392.0,0.8455,123.0,5.61,4.561,0.0,13.0,0.0,28.0,0.0,0.0,0.0,12.5145,0.0,0.0,0.7999,0.0
soccer-uslc-2020-4wM4E4d5jB,,2020,1,USLC,,,0.0,0.0,34.7282,25.0144,0.0,35.0,4.4848,0.0,1.147,0.0,0.1429,0.0,1573.0,0.7792,625.0,-0.6945,-0.1111,0.0,61.0,0.0,98.0,0.0,0.0,0.0,30.5152,0.0,0.0,0.7803,0.0
soccer-uslc-2021-kRQaeY8QKZ,,2021,1,USLC,,,0.0,0.0,36.6158,25.4247,0.0,13.0,1.5192,0.0,1.1323,0.0,0.1282,0.0,827.0,0.7848,316.0,11.9266,3.7742,0.0,25.0,0.0,39.0,0.0,0.0,0.0,11.4808,0.0,0.0,0.7471,0.0
soccer-uslc-2022-Pk5LzyGQOW,,2022,1,USLC,,,0.0,-0.9423,39.6114,29.0169,0.0,24.0,0.0269,0.0,1.0011,0.0,0.1125,3.0,2066.0,0.7087,824.0,-23.9182,-2.9027,0.0,55.0,0.0,80.0,0.0,0.9423,0.0,23.9731,0.0,0.9423,0.7378,0.0
soccer-mlsnp-2023-2vQ1XzlqrA,,2023,1,MLSNP,,,0.0,-0.1252,32.3296,21.5256,0.0,28.0,3.9408,0.0,1.1638,0.0,0.1,3.0,1602.0,0.8155,759.0,-7.8709,-1.037,0.0,40.0,0.0,70.0,0.0,0.1252,0.0,24.0592,0.0,0.1252,0.8259,0.0
soccer-mls-2024-mvzqoLZQap,,2024,1,MLS,,,0.0,0.0,28.837,20.7506,0.0,0.0,-0.1571,0.0,0.0,0.0,0.0,0.0,141.0,0.8286,35.0,-0.2373,-0.678,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.1571,0.0,0.0,0.8354,0.0
soccer-mlsnp-2024-0Oq6Yad56D,,2024,1,MLSNP,,,0.0,0.0,27.0676,16.8085,0.0,2.0,0.5268,0.0,1.3576,0.0,0.25,0.0,104.0,0.814,43.0,-1.3496,-3.1386,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.4732,0.0,0.0,0.8453,0.0
soccer-mlsnp-2024-2vQ1XzlqrA,,2024,1,MLSNP,,,0.0,0.0,37.0258,26.5171,0.0,7.0,0.546,0.0,1.0846,0.0,0.1667,0.0,399.0,0.7304,115.0,-6.9368,-6.032,0.0,11.0,0.0,18.0,0.0,0.0,0.0,6.454,0.0,0.0,0.7908,0.0
soccer-mlsnp-2025-0Oq6Yad56D,,2025,1,MLSNP,,,0.0,0.0,32.475,26.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.7143,28.0,-0.1477,-0.5274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196,0.0
soccer-uslc-2025-9YqdojR5vJ,,2025,1,USLC,,,0.0,-0.0529,35.1328,24.4476,0.0,9.0,0.5346,0.0,1.0632,0.0,0.1852,1.0,499.0,0.7909,220.0,1.6458,0.7481,0.0,15.0,0.0,27.0,0.0,0.0529,0.0,8.4654,0.0,0.0529,0.7834,0.0
soccer-uslc-2026-7VqGLwzQvW,,2026,1,USLC,,,0.0,0.0,32.3361,23.13,0.0,9.0,3.7224,0.0,1.7053,0.0,0.2,0.0,496.0,0.8258,178.0,2.9005,1.6295,0.0,6.0,0.0,15.0,0.0,0.0,0.0,5.2776,0.0,0.0,0.8095,0.0
