game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2019-kaDQ0wRqEv,,2019,1,MLS,,,1.0,0.5732,18.1223,1.7692,0.0,-0.3682,1.0,2.0,240.0,0.7581,62.0,-0.4099,-0.6611,0.0,2.0,0.0,0.4268,0.3682,-0.3682,0.795,0.7647,0.2464
soccer-uslc-2019-4wM4E4d5jB,,2019,1,USLC,,,3.0,1.0954,20.134,4.4272,1.0,0.495,4.0,16.0,567.0,0.7632,266.0,-0.1855,-0.0697,0.8602,10.0,4.0,1.9046,0.505,0.0574,2.4097,0.7639,0.4491
soccer-mls-2020-kaDQ0wRqEv,,2020,1,MLS,,,0.0,-0.7604,20.0112,1.4702,0.0,-0.0719,0.0,4.0,281.0,0.6923,91.0,-3.763,-4.1351,0.0,2.0,2.0,0.7604,0.0719,0.0028,0.8323,0.7337,0.0394
soccer-uslc-2021-0Oq6332Q6D,,2021,1,USLC,,,2.0,0.7086,21.4494,2.0523,1.0,-0.6893,3.0,19.0,1018.0,0.7161,391.0,-9.1556,-2.3416,0.0741,23.0,7.0,1.2914,1.6893,0.0948,2.9807,0.7395,1.017
soccer-uslc-2021-7vQ7x3YMD1,,2021,1,USLC,,,3.0,0.6229,20.0945,4.7858,2.0,0.1111,5.0,27.0,1061.0,0.6822,387.0,-7.7027,-1.9904,0.8931,20.0,5.0,2.3771,1.8889,-0.1744,4.266,0.7021,1.0408
soccer-uslc-2022-0Oq6332Q6D,,2022,1,USLC,,,2.0,0.6304,18.4727,1.8376,2.0,-1.2042,4.0,18.0,1196.0,0.7318,384.0,-14.088,-3.6688,1.2731,43.0,9.0,1.3696,3.2042,-0.4097,4.5738,0.7685,2.6217
soccer-uslc-2023-NWMWllL5lz,,2023,1,USLC,,,2.0,0.3824,20.6252,2.4488,3.0,1.8158,5.0,10.0,758.0,0.722,313.0,-9.2983,-2.9707,1.5862,18.0,5.0,1.6176,1.1842,-0.0586,2.8018,0.7518,0.755
soccer-uslc-2024-NWMWllL5lz,,2024,1,USLC,,,3.0,1.312,19.7148,2.579,0.0,-1.9063,3.0,10.0,1651.0,0.8151,757.0,5.7946,0.7655,0.0,32.0,10.0,1.688,1.9063,-0.2825,3.5943,0.8074,1.0464
soccer-uslc-2025-NWMWllL5lz,,2025,1,USLC,,,0.0,-0.3797,19.2119,6.0881,1.0,0.5387,1.0,5.0,776.0,0.7872,484.0,2.0259,0.4186,0.4727,5.0,2.0,0.3797,0.4613,0.1768,0.841,0.783,0.2187
soccer-uslc-2026-7vQ7x3YMD1,,2026,1,USLC,,,0.0,-0.4153,17.3597,-0.4483,0.0,-0.7085,0.0,2.0,537.0,0.7615,218.0,-3.9353,-1.8052,0.0,9.0,2.0,0.4153,0.7085,-0.3802,1.1238,0.7795,0.6848
