game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_ALLEYCATS,,,1,AUDL,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W2_ALLEYCATS,,,2,AUDL,,,5.0,0.0,,,,1.0,2.0,,,,,3.0,208.0,327.0
SYNTHETIC_AUDL_W3_ALLEYCATS,,,3,AUDL,,,2.0,1.0,,,,0.0,1.0,,,,,0.0,88.0,211.0
2022-06-25-CHI-IND,2022-06-25,2022,5,,CHI,IND,4.0,0.0,,,,1.0,3.0,,,,,2.0,232.0,272.0
2022-07-02-PIT-IND,2022-07-02,2022,6,,PIT,IND,5.0,0.0,,,,0.0,0.0,,,,,4.0,185.0,453.0
2022-07-09-IND-CHI,2022-07-09,2022,7,AUDL,alleycats,union,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-15-IND-MAD,2022-07-15,2022,8,AUDL,alleycats,radicals,2.0,0.0,,,,0.0,0.0,,,,,0.0,80.0,127.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,3.0,1.0,,,,0.0,3.0,,,,,1.0,398.0,354.0
2022-07-30-IND-ATL,2022-07-30,2022,10,AUDL,alleycats,hustle,2.0,0.0,,,,0.0,1.0,,,,,3.0,317.0,286.0
2023-04-29-IND-ATL,2023-04-29,2023,1,AUDL,INDIANAPOLIS ALLEYCATS,ATLANTA HUSTLE,3.0,,,30.0,34.0,,,1.0,2.0,,35.0,1.0,94.0,229.0
2023-05-13-IND-CHI,2023-05-13,2023,3,AUDL,INDIANAPOLIS ALLEYCATS,CHICAGO UNION,1.0,2.0,1.0,10.0,12.0,,1.0,,1.0,1.0,12.0,,-49.0,108.0
2023-05-20-MAD-IND,2023-05-20,2023,4,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,3.0,1.0,,42.0,46.0,,1.0,5.0,,,47.0,1.0,153.0,281.0
2023-07-01-MAD-IND,2023-07-01,2023,10,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,3.0,,,18.0,21.0,,1.0,1.0,1.0,2.0,21.0,,23.0,207.0
2023-07-09-IND-MIN,2023-07-09,2023,11,AUDL,INDIANAPOLIS ALLEYCATS,MINNESOTA WIND CHILL,2.0,,,20.0,20.0,,1.0,1.0,,3.0,22.0,2.0,89.0,128.0
2023-07-22-IND-PIT,2023-07-22,2023,13,AUDL,INDIANAPOLIS ALLEYCATS,PITTSBURGH THUNDERBIRDS,3.0,,,19.0,24.0,,,1.0,1.0,,24.0,,-1.0,219.0
