game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,4.0,,,12.0,1.0,,12.0,,5.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,3.0,,,16.0,,,17.0,,3.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,5.0,,,16.0,,,16.0,,5.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
