game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_LEGION,,,2,AUDL,,,0.0,2.0,,,0.0,0.0,,,,,0.0,32.0,7.0
SYNTHETIC_AUDL_W3_LEGION,,,3,AUDL,,,2.0,0.0,,,0.0,1.0,,,,,4.0,129.0,181.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,0.0,0.0,,,0.0,0.0,,,,,1.0,83.0,57.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,0.0,0.0,,,0.0,0.0,,,,,0.0,18.0,18.0
2022-07-08-ATL-DAL,2022-07-08,2022,7,AUDL,hustle,legion,0.0,0.0,,,1.0,1.0,,,,,1.0,25.0,19.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,AUDL,legion,sol,0.0,0.0,,,0.0,0.0,,,,,1.0,38.0,22.0
2022-07-22-DAL-ATL,2022-07-22,2022,9,AUDL,legion,hustle,0.0,0.0,,,0.0,0.0,,,,,1.0,7.0,61.0
2022-07-23-DAL-TB,2022-07-23,2022,9,AUDL,legion,cannons,1.0,0.0,,,0.0,0.0,,,,,0.0,40.0,81.0
2022-07-30-TB-DAL,2022-07-30,2022,10,AUDL,cannons,legion,1.0,0.0,,,0.0,1.0,,,,,0.0,34.0,27.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,AUDL,DALLAS LEGION,AUSTIN SOL,2.0,,16.0,12.0,,2.0,,2.0,,14.0,2.0,131.0,128.0
2023-05-13-HTX-DAL,2023-05-13,2023,3,AUDL,HOUSTON HAVOC,DALLAS LEGION,5.0,1.0,25.0,20.0,,3.0,1.0,4.0,,22.0,1.0,298.0,270.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,AUDL,AUSTIN SOL,DALLAS LEGION,1.0,2.0,15.0,16.0,,1.0,4.0,1.0,,17.0,,164.0,147.0
2023-06-03-DAL-HTX,2023-06-03,2023,6,AUDL,DALLAS LEGION,HOUSTON HAVOC,1.0,1.0,21.0,18.0,,1.0,4.0,2.0,,23.0,5.0,298.0,203.0
2023-06-09-CAR-DAL,2023-06-09,2023,7,AUDL,CAROLINA FLYERS,DALLAS LEGION,,4.0,6.0,5.0,1.0,1.0,,,,6.0,1.0,26.0,-13.0
2023-06-17-DAL-ATL,2023-06-17,2023,8,AUDL,DALLAS LEGION,ATLANTA HUSTLE,1.0,,14.0,10.0,,1.0,,,,13.0,2.0,135.0,51.0
2023-06-24-ATL-DAL,2023-06-24,2023,9,AUDL,ATLANTA HUSTLE,DALLAS LEGION,,1.0,18.0,18.0,,,1.0,,,22.0,4.0,99.0,64.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,AUDL,DALLAS LEGION,AUSTIN SOL,,1.0,32.0,29.0,,2.0,2.0,1.0,,34.0,5.0,166.0,226.0
2023-07-08-ATX-DAL,2023-07-08,2023,11,AUDL,AUSTIN SOL,DALLAS LEGION,,1.0,19.0,16.0,,1.0,1.0,,,18.0,1.0,145.0,24.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,AUDL,DALLAS LEGION,HOUSTON HAVOC,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
