game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_W1_CGY,,,1,CFL,,,0.0,0.0,57.0,,,,0.0,3.0
SYNTHETIC_CFL_W5_CGY,,,5,CFL,,,0.0,0.0,26.0,,,,,
SYNTHETIC_CFL_W11_CGY,,,11,CFL,,,1.0,0.0,156.0,,,,0.0,8.0
SYNTHETIC_CFL_W12_CGY,,,12,CFL,,,0.0,3.0,294.0,,,,,
SYNTHETIC_CFL_W15_CGY,,,15,CFL,,,0.0,3.0,301.0,,,,0.0,8.0
SYNTHETIC_CFL_W16_CGY,,,16,CFL,,,0.0,0.0,294.0,,,,0.0,14.0
SYNTHETIC_CFL_W17_CGY,,,17,CFL,,,2.0,1.0,175.0,,,,,
SYNTHETIC_CFL_W19_CGY,,,19,CFL,,,3.0,2.0,251.0,,,,0.0,6.0
SYNTHETIC_CFL_W20_CGY,,,20,CFL,,,0.0,1.0,205.0,,,,,
SYNTHETIC_CFL_2023_W1_CGY,,2023,1,CFL,,,1.0,1.0,166.0,,,,0.0,11.0
SYNTHETIC_CFL_2023_W2_CGY,,2023,2,CFL,,,1.0,0.0,332.0,,,,1.0,5.0
SYNTHETIC_CFL_2023_W3_CGY,,2023,3,CFL,,,3.0,1.0,288.0,,,,1.0,17.0
SYNTHETIC_CFL_2023_W5_CGY,,2023,5,CFL,,,1.0,0.0,122.0,,,,,
SYNTHETIC_CFL_2023_W6_CGY,,2023,6,CFL,,,1.0,2.0,315.0,,,,,
SYNTHETIC_CFL_2023_W7_CGY,,2023,7,CFL,,,2.0,4.0,450.0,,,,0.0,10.0
SYNTHETIC_CFL_2023_W8_CGY,,2023,8,CFL,,,2.0,0.0,256.0,,,,0.0,2.0
SYNTHETIC_CFL_2023_W9_CGY,,2023,9,CFL,,,0.0,0.0,149.0,,,,0.0,8.0
SYNTHETIC_CFL_2023_W10_CGY,,2023,10,CFL,,,0.0,0.0,131.0,,,,0.0,13.0
SYNTHETIC_CFL_2023_W11_CGY,,2023,11,CFL,,,1.0,0.0,190.0,,,,0.0,8.0
SYNTHETIC_CFL_2023_W12_CGY,,2023,12,CFL,,,0.0,4.0,387.0,,,,,
SYNTHETIC_CFL_2023_W13_CGY,,2023,13,CFL,,,1.0,0.0,315.0,,,,1.0,5.0
SYNTHETIC_CFL_2023_W14_CGY,,2023,14,CFL,,,0.0,2.0,210.0,,,,0.0,16.0
SYNTHETIC_CFL_2023_W16_CGY,,2023,16,CFL,,,2.0,1.0,271.0,0.0,2.0,1.0,0.0,6.0
SYNTHETIC_CFL_2023_W17_CGY,,2023,17,CFL,,,0.0,0.0,239.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W19_CGY,,2023,19,CFL,,,0.0,1.0,184.0,,,,,
SYNTHETIC_CFL_2023_W20_CGY,,2023,20,CFL,,,0.0,2.0,123.0,,,,0.0,7.0
SYNTHETIC_CFL_2023_W21_CGY,,2023,21,CFL,,,0.0,1.0,110.0,,,,0.0,0.0
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,0.0,2.0,252.0,,,,,
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,1.0,2.0,339.0,,,,,
SYNTHETIC_CFL_2024_W4_CGY,,2024,4,CFL,,,1.0,1.0,239.0,,,,,
SYNTHETIC_CFL_2024_W5_CGY,,2024,5,CFL,,,1.0,1.0,106.0,,,,0.0,8.0
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,2.0,2.0,316.0,,,,0.0,3.0
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,0.0,3.0,307.0,,,,0.0,2.0
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,0.0,0.0,136.0,,,,0.0,11.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,1.0,2.0,287.0,,,,,
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,1.0,1.0,373.0,,,,0.0,0.0
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,0.0,0.0,269.0,,,,,
SYNTHETIC_CFL_2024_W13_CGY,,2024,13,CFL,,,4.0,1.0,297.0,,,,0.0,1.0
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,0.0,1.0,236.0,,,,,
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,1.0,2.0,197.0,,,,0.0,7.0
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,2.0,1.0,164.0,,,,,
SYNTHETIC_CFL_2024_W20_CGY,,2024,20,CFL,,,0.0,0.0,30.0,,,,,
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,0.0,3.0,293.0,,,,0.0,14.0
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,0.0,1.0,170.0,,,,,
SYNTHETIC_CFL_2025_W11_SSK,,2025,11,CFL,,,0.0,0.0,30.0,,,,,
SYNTHETIC_CFL_2025_W12_SSK,,2025,12,CFL,,,0.0,0.0,52.0,,,,,
SYNTHETIC_CFL_2025_W15_SSK,,2025,15,CFL,,,1.0,1.0,118.0,,,,,
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,0.0,0.0,123.0,,,,0.0,12.0
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,1.0,0.0,154.0,,,,0.0,9.0
