game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-odi-2023-04-29-1368849,2023-04-29,2023,1,ODI,Sri Lanka,Bangladesh,,,,,,,60.0,1.0,0.0,46.0,1.0,4.0,,1.0
cricket-odi-2023-05-04-1368851,2023-05-04,2023,1,ODI,Sri Lanka,Bangladesh,2.0,0.0,0.0,8.0,1.0,0.0,36.0,1.0,0.0,22.0,1.0,1.0,,1.0
cricket-odi-2023-07-16-1382166,2023-07-16,2023,1,ODI,Bangladesh,India,20.0,2.0,0.0,9.0,16.0,0.0,48.0,1.0,0.0,20.0,1.0,0.0,1.0,1.0
cricket-odi-2023-07-19-1382167,2023-07-19,2023,1,ODI,India,Bangladesh,3.0,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,41.0,2.0,0.0,,1.0
cricket-odi-2023-07-22-1382168,2023-07-22,2023,1,ODI,Bangladesh,India,,,,,,,60.0,0.0,0.0,49.0,1.0,1.0,,1.0
cricket-odi-2023-11-04-1405124,2023-11-04,2023,1,ODI,Bangladesh,Pakistan,3.0,0.0,0.0,10.0,1.0,0.0,18.0,1.0,0.0,4.0,0.0,1.0,,1.0
cricket-odi-2023-12-16-1398258,2023-12-16,2023,1,ODI,Bangladesh,South Africa,,,,,,,54.0,1.0,0.0,32.0,2.0,0.0,,1.0
cricket-odi-2023-12-20-1398259,2023-12-20,2023,1,ODI,Bangladesh,South Africa,,,,,,,60.0,0.0,0.0,41.0,0.0,0.0,,1.0
cricket-odi-2023-12-23-1398260,2023-12-23,2023,1,ODI,South Africa,Bangladesh,6.0,0.0,1.0,10.0,3.0,0.0,30.0,0.0,0.0,33.0,0.0,0.0,,1.0
cricket-t20i-2023-05-09-1371604,2023-05-09,2023,1,T20I,Sri Lanka,Bangladesh,,,,,,,24.0,0.0,1.0,30.0,1.0,0.0,,1.0
cricket-t20i-2023-05-11-1371605,2023-05-11,2023,1,T20I,Bangladesh,Sri Lanka,6.0,0.0,0.0,7.0,4.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,,1.0
cricket-t20i-2023-07-09-1382163,2023-07-09,2023,1,T20I,Bangladesh,India,,,,,,,24.0,0.0,0.0,25.0,2.0,0.0,,1.0
cricket-t20i-2023-07-11-1382164,2023-07-11,2023,1,T20I,India,Bangladesh,,,,,,,24.0,0.0,0.0,21.0,3.0,1.0,,1.0
cricket-t20i-2023-07-13-1382165,2023-07-13,2023,1,T20I,India,Bangladesh,8.0,2.0,0.0,6.0,12.0,0.0,24.0,0.0,0.0,17.0,2.0,0.0,,1.0
cricket-t20i-2023-09-24-1399059,2023-09-24,2023,1,T20I,Bangladesh,India,9.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,,1.0
cricket-t20i-2023-09-25-1399061,2023-09-25,2023,1,T20I,Pakistan,Bangladesh,8.0,0.0,1.0,7.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,1.0
cricket-t20i-2023-10-25-1405121,2023-10-25,2023,1,T20I,Pakistan,Bangladesh,8.0,0.0,0.0,6.0,6.0,0.0,24.0,0.0,0.0,19.0,1.0,0.0,,1.0
cricket-odi-2024-03-21-1425061,2024-03-21,2024,1,ODI,Australia,Bangladesh,12.0,0.0,0.0,10.0,2.0,0.0,60.0,0.0,0.0,42.0,2.0,1.0,,1.0
cricket-odi-2024-03-24-1425062,2024-03-24,2024,1,ODI,Bangladesh,Australia,23.0,0.0,0.0,10.0,5.0,0.0,30.0,0.0,0.0,23.0,1.0,0.0,,1.0
cricket-odi-2024-03-27-1425063,2024-03-27,2024,1,ODI,Bangladesh,Australia,11.0,2.0,0.0,10.0,10.0,0.0,36.0,1.0,0.0,35.0,1.0,0.0,,1.0
cricket-odi-2024-11-27-1458411,2024-11-27,2024,1,ODI,Bangladesh,Ireland,,,,,,,53.0,0.0,0.0,23.0,3.0,1.0,,1.0
cricket-odi-2024-11-30-1458412,2024-11-30,2024,1,ODI,Ireland,Bangladesh,,,,,,,60.0,1.0,0.0,32.0,2.0,1.0,,1.0
cricket-odi-2024-12-02-1458413,2024-12-02,2024,1,ODI,Ireland,Bangladesh,,,,,,,60.0,2.0,0.0,29.0,2.0,1.0,,1.0
cricket-t20i-2024-03-31-1425064,2024-03-31,2024,1,T20I,Bangladesh,Australia,,,,,,,12.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-t20i-2024-04-28-1429393,2024-04-28,2024,1,T20I,India,Bangladesh,2.0,0.0,1.0,9.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,,1.0
cricket-t20i-2024-04-30-1429394,2024-04-30,2024,1,T20I,Bangladesh,India,3.0,1.0,0.0,6.0,4.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,,1.0
cricket-t20i-2024-05-09-1429397,2024-05-09,2024,1,T20I,India,Bangladesh,,,,,,,18.0,0.0,0.0,26.0,1.0,0.0,,1.0
cricket-t20i-2024-07-20-1426759,2024-07-20,2024,1,T20I,Bangladesh,Sri Lanka,,,,,,,18.0,0.0,0.0,27.0,0.0,0.0,,1.0
cricket-odi-2025-01-19-1468399,2025-01-19,2025,1,ODI,Bangladesh,West Indies,5.0,0.0,0.0,9.0,2.0,0.0,24.0,0.0,0.0,29.0,0.0,1.0,,1.0
cricket-t20i-2025-01-27-1468402,2025-01-27,2025,1,T20I,Bangladesh,West Indies,,,,,,,23.0,0.0,0.0,25.0,0.0,1.0,,1.0
cricket-t20i-2025-01-29-1468403,2025-01-29,2025,1,T20I,West Indies,Bangladesh,7.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,40.0,0.0,0.0,,1.0
cricket-t20i-2025-01-31-1468404,2025-01-31,2025,1,T20I,Bangladesh,West Indies,,,,,,,24.0,0.0,0.0,30.0,2.0,1.0,,1.0
cricket-odi-2026-04-20-1528279,2026-04-20,2026,1,ODI,Sri Lanka,Bangladesh,7.0,0.0,1.0,9.0,1.0,0.0,36.0,0.0,1.0,40.0,1.0,0.0,,1.0
cricket-odi-2026-04-22-1528280,2026-04-22,2026,1,ODI,Bangladesh,Sri Lanka,4.0,0.0,1.0,10.0,1.0,0.0,60.0,3.0,0.0,36.0,1.0,3.0,,1.0
cricket-odi-2026-04-25-1528281,2026-04-25,2026,1,ODI,Bangladesh,Sri Lanka,,,,,,,60.0,2.0,0.0,31.0,0.0,0.0,,1.0
cricket-t20i-2026-01-20-1515212,2026-01-20,2026,1,T20I,Bangladesh,Papua New Guinea,,,,,,,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
cricket-t20i-2026-04-28-1528282,2026-04-28,2026,1,T20I,Sri Lanka,Bangladesh,10.0,0.0,1.0,8.0,6.0,0.0,24.0,0.0,0.0,29.0,2.0,0.0,,1.0
cricket-t20i-2026-04-30-1528283,2026-04-30,2026,1,T20I,Sri Lanka,Bangladesh,,,,,,,24.0,0.0,0.0,21.0,1.0,1.0,,1.0
cricket-t20i-2026-05-02-1528284,2026-05-02,2026,1,T20I,Sri Lanka,Bangladesh,4.0,1.0,1.0,7.0,9.0,0.0,12.0,0.0,0.0,8.0,3.0,1.0,,1.0
