game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
6253,2022-08-20,2022,11,CFL,CGY,TOR,0.0,17.0,2.0,0.0,9.0
6277,2022-10-08,2022,18,CFL,BC,TOR,0.0,9.0,1.0,,
6282,2022-10-15,2022,19,CFL,TOR,EDM,,,,0.0,3.0
9889311,2023-07-29,2023,8,CFL,SSK,TOR,,,,0.0,11.0
9889315,2023-08-04,2023,9,CFL,TOR,CGY,0.0,-2.0,1.0,0.0,8.0
9889363,2023-10-28,2023,21,CFL,TOR,OTT,,,,0.0,1.0
10798018,2024-06-08,2024,1,CFL,SSK,EDM,0.0,4.0,1.0,0.0,4.0
10798145,2024-05-25,2024,2,CFL,SSK,EDM,,,,0.0,6.0
10798026,2024-06-22,2024,3,CFL,EDM,TOR,0.0,26.0,4.0,0.0,6.0
10798028,2024-06-27,2024,4,CFL,EDM,BC,0.0,8.0,1.0,0.0,19.0
10798039,2024-07-14,2024,6,CFL,OTT,EDM,0.0,21.0,2.0,0.0,19.0
10798040,2024-07-19,2024,7,CFL,EDM,OTT,0.0,-5.0,1.0,0.0,11.0
10798047,2024-07-28,2024,8,CFL,HAM,EDM,0.0,33.0,3.0,0.0,55.0
10798050,2024-08-03,2024,9,CFL,EDM,SSK,0.0,26.0,3.0,3.0,169.0
10798055,2024-08-11,2024,10,CFL,BC,EDM,0.0,37.0,4.0,1.0,97.0
10798058,2024-08-17,2024,11,CFL,EDM,HAM,0.0,11.0,1.0,1.0,12.0
10798067,2024-09-02,2024,13,CFL,EDM,CGY,0.0,3.0,1.0,0.0,53.0
10798071,2024-09-07,2024,14,CFL,CGY,EDM,0.0,27.0,5.0,0.0,55.0
10798085,2024-10-05,2024,18,CFL,SSK,EDM,0.0,7.0,2.0,1.0,15.0
10798087,2024-10-12,2024,19,CFL,EDM,CGY,0.0,23.0,4.0,0.0,12.0
10798094,2024-10-25,2024,21,CFL,TOR,EDM,1.0,80.0,2.0,0.0,128.0
11824048,2025-06-07,2025,1,CFL,EDM,BC,,-7.0,1.0,,5.0
11824053,2025-06-19,2025,3,CFL,MTL,EDM,0.0,5.0,2.0,0.0,41.0
11824057,2025-06-26,2025,4,CFL,EDM,WPG,0.0,0.0,0.0,0.0,42.0
11824064,2025-07-06,2025,5,CFL,OTT,EDM,0.0,46.0,1.0,0.0,10.0
11824067,2025-07-13,2025,6,CFL,BC,EDM,0.0,0.0,0.0,0.0,2.0
11824073,2025-07-25,2025,8,CFL,EDM,SSK,0.0,9.0,2.0,0.0,5.0
11824078,2025-08-02,2025,9,CFL,HAM,EDM,,,,0.0,26.0
11824081,2025-08-08,2025,10,CFL,EDM,MTL,0.0,7.0,1.0,0.0,0.0
11824085,2025-08-15,2025,11,CFL,TOR,EDM,0.0,11.0,1.0,0.0,3.0
11824089,2025-08-22,2025,12,CFL,EDM,OTT,0.0,17.0,1.0,0.0,24.0
11824094,2025-09-01,2025,13,CFL,EDM,CGY,,,,0.0,2.0
11824098,2025-09-06,2025,14,CFL,CGY,EDM,0.0,-3.0,1.0,0.0,16.0
11824101,2025-09-13,2025,15,CFL,EDM,TOR,0.0,14.0,2.0,0.0,17.0
11824106,2025-09-20,2025,16,CFL,EDM,HAM,,14.0,1.0,,4.0
11824110,2025-09-27,2025,17,CFL,SSK,EDM,,,,0.0,1.0
11824116,2025-10-11,2025,19,CFL,WPG,EDM,,,,0.0,1.0
11824119,2025-10-17,2025,20,CFL,EDM,BC,,,,1.0,16.0
