game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SHRED,,,2,AUDL,,,2.0,0.0,,,,0.0,1.0,,,,,1.0,113.0,40.0
SYNTHETIC_AUDL_W3_SHRED,,,3,AUDL,,,1.0,0.0,,,,0.0,3.0,,,,,0.0,257.0,74.0
2022-06-24-SD-SLC,2022-06-24,2022,5,,SD,SLC,4.0,2.0,,,,0.0,1.0,,,,,4.0,154.0,229.0
2022-07-08-SLC-SEA,2022-07-08,2022,7,AUDL,shred,cascades,0.0,2.0,,,,0.0,2.0,,,,,0.0,107.0,9.0
2022-07-09-SLC-POR,2022-07-09,2022,7,AUDL,shred,nitro,6.0,3.0,,,,0.0,0.0,,,,,3.0,171.0,152.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,AUDL,shred,spiders,3.0,0.0,,,,0.0,1.0,,,,,1.0,96.0,147.0
2022-07-22-LA-SLC,2022-07-22,2022,9,AUDL,aviators,shred,2.0,0.0,,,,0.0,1.0,,,,,1.0,122.0,104.0
2022-07-29-POR-SLC,2022-07-29,2022,10,AUDL,nitro,shred,8.0,1.0,,,,1.0,1.0,,,,,2.0,171.0,233.0
2023-05-05-SLC-POR,2023-05-05,2023,2,AUDL,SALT LAKE SHRED,PORTLAND NITRO,1.0,,,7.0,6.0,,,1.0,,,7.0,,8.0,94.0
2023-05-06-SLC-SEA,2023-05-06,2023,2,AUDL,SALT LAKE SHRED,SEATTLE CASCADES,,,,,,,1.0,,1.0,1.0,,1.0,,
2023-05-13-SLC-OAK,2023-05-13,2023,3,AUDL,SALT LAKE SHRED,OAKLAND SPIDERS,3.0,1.0,,9.0,11.0,,,1.0,1.0,,11.0,,49.0,123.0
2023-05-19-LA-SLC,2023-05-19,2023,4,AUDL,LA AVIATORS,SALT LAKE SHRED,2.0,1.0,,7.0,6.0,,1.0,,1.0,2.0,6.0,,52.0,58.0
2023-06-03-OAK-SLC,2023-06-03,2023,6,AUDL,OAKLAND SPIDERS,SALT LAKE SHRED,2.0,,,5.0,7.0,,,,,,8.0,,46.0,58.0
2023-06-09-SLC-COL,2023-06-09,2023,7,AUDL,SALT LAKE SHRED,COLORADO SUMMIT,2.0,,,9.0,8.0,,1.0,1.0,,,8.0,,122.0,63.0
2023-06-16-COL-SLC,2023-06-16,2023,8,AUDL,COLORADO SUMMIT,SALT LAKE SHRED,1.0,,,8.0,5.0,,2.0,,,,6.0,1.0,139.0,7.0
2023-06-30-SLC-LA,2023-06-30,2023,10,AUDL,SALT LAKE SHRED,LA AVIATORS,1.0,,,11.0,9.0,1.0,4.0,1.0,,,9.0,1.0,84.0,60.0
2023-07-01-SLC-SD,2023-07-01,2023,10,AUDL,SALT LAKE SHRED,SAN DIEGO GROWLERS,,2.0,,,,,,,1.0,,,,,
2023-07-07-POR-SLC,2023-07-07,2023,11,AUDL,PORTLAND NITRO,SALT LAKE SHRED,1.0,2.0,1.0,18.0,16.0,,4.0,,,7.0,17.0,1.0,172.0,124.0
2023-07-15-NY-SLC,2023-07-15,2023,12,AUDL,NEW YORK EMPIRE,SALT LAKE SHRED,1.0,2.0,,6.0,5.0,,1.0,,,4.0,5.0,,94.0,21.0
2024-04-27-DC-SLC,2024-04-27,2024,1,UFA,breeze,shred,1.0,0.0,,,,0.0,1.0,,,,,0.0,45.0,32.0
2024-05-03-SLC-SD,2024-05-03,2024,2,UFA,shred,growlers,1.0,1.0,,,,0.0,0.0,,,,,1.0,75.0,87.0
2024-05-04-SLC-LA,2024-05-04,2024,2,UFA,shred,aviators,0.0,1.0,,,,0.0,1.0,,,,,0.0,75.0,50.0
2024-05-17-SLC-OAK,2024-05-17,2024,4,UFA,shred,spiders,1.0,1.0,,,,0.0,0.0,,,,,0.0,82.0,0.0
2024-05-18-SLC-COL,2024-05-18,2024,4,UFA,shred,summit,1.0,0.0,,,,0.0,0.0,,,,,1.0,15.0,10.0
2024-05-25-SD-SLC,2024-05-25,2024,6,UFA,growlers,shred,1.0,0.0,,,,0.0,0.0,,,,,0.0,10.0,21.0
2024-06-08-COL-SLC,2024-06-08,2024,7,UFA,summit,shred,0.0,1.0,,,,0.0,2.0,,,,,0.0,75.0,-25.0
2024-06-21-LA-SLC,2024-06-21,2024,9,UFA,aviators,shred,2.0,1.0,,,,0.0,3.0,,,,,1.0,40.0,24.0
2024-06-29-SLC-NY,2024-06-29,2024,10,UFA,shred,empire,0.0,2.0,,,,1.0,2.0,,,,,1.0,120.0,66.0
2024-07-05-POR-SLC,2024-07-05,2024,11,UFA,nitro,shred,4.0,0.0,,,,1.0,2.0,,,,,1.0,208.0,186.0
2024-07-13-SLC-POR,2024-07-13,2024,12,UFA,shred,nitro,7.0,2.0,,,,0.0,1.0,,,,,1.0,130.0,310.0
2024-07-19-SEA-SLC,2024-07-19,2024,13,UFA,cascades,shred,2.0,1.0,,,,0.0,1.0,,,,,3.0,173.0,44.0
2025-04-26-SLC-ATL,2025-04-26,2025,1,UFA,shred,hustle,4.0,0.0,,,,0.0,1.0,,,,,0.0,318.0,117.0
2025-05-03-LV-SLC,2025-05-03,2025,2,UFA,bighorns,shred,3.0,1.0,,,,0.0,0.0,,,,,1.0,232.0,141.0
2025-05-23-SEA-SLC,2025-05-23,2025,5,UFA,cascades,shred,4.0,0.0,,,,0.0,2.0,,,,,3.0,398.0,239.0
2025-05-30-SLC-SEA,2025-05-30,2025,6,UFA,shred,cascades,0.0,1.0,,,,0.0,3.0,,,,,2.0,275.0,366.0
2025-05-31-SLC-ORE,2025-05-31,2025,6,UFA,shred,steel,3.0,0.0,,,,1.0,0.0,,,,,2.0,160.0,257.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,UFA,shred,spiders,6.0,1.0,,,,0.0,5.0,,,,,4.0,326.0,466.0
2025-06-13-ORE-SLC,2025-06-13,2025,8,UFA,steel,shred,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,UFA,spiders,shred,4.0,0.0,,,,0.0,3.0,,,,,1.0,262.0,228.0
2025-07-04-SLC-COL,2025-07-04,2025,11,UFA,shred,summit,4.0,0.0,,,,0.0,4.0,,,,,3.0,376.0,327.0
2025-07-05-SLC-LV,2025-07-05,2025,11,UFA,shred,bighorns,5.0,0.0,,,,1.0,0.0,,,,,1.0,85.0,156.0
2025-07-11-COL-SLC,2025-07-11,2025,12,UFA,summit,shred,2.0,0.0,,,,0.0,4.0,,,,,1.0,358.0,158.0
2025-07-18-MIN-SLC,2025-07-18,2025,13,UFA,windchill,shred,0.0,1.0,,,,0.0,2.0,,,,,2.0,179.0,186.0
2026-05-01-ORE-SLC,2026-05-01,2026,2,UFA,steel,shred,5.0,0.0,,,,1.0,1.0,,,,,1.0,170.0,186.0
