game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,,,,3.0,3.0,,6.0,,3.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,,,,1.0,,,2.0,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,2.0,,,18.0,3.0,,17.0,,5.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,4.0,,,18.0,4.0,,26.0,,8.0,,
703344673,2025-12-05,2025,1,NLL,OSHAWA,HALIFAX,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
