game_id,date,season,week,league,away,home,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_26_T612138G1168208@T584761,2026-04-26,2026,3,AF1,Oceanside Bombers,Beaumont Renegades,,,,,16.0,30.0,0.0,0.0,1.0,32.0,2.0,,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0
FOOTBALL_AF1_2026_5_9_T584641G1168216@T584761,2026-05-09,2026,5,AF1,Washington Wolfpack,Beaumont Renegades,,,,,20.0,39.0,0.0,0.0,2.0,81.0,4.0,,,,,,,,
FOOTBALL_AF1_2026_5_17_T584761G1168220@T584747,2026-05-17,2026,6,AF1,Beaumont Renegades,Kentucky Barrels,5.0,32.0,0.0,162.0,,,,,,,,0.0,,,,,,,
FOOTBALL_AF1_2026_5_23_T584761G1168384@T584641,2026-05-23,2026,7,AF1,Beaumont Renegades,Washington Wolfpack,3.0,37.0,1.0,112.0,11.0,21.0,0.0,0.0,0.0,68.0,6.0,0.0,,,,,,,
