game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,,1.0,7.0,8.0,2.0,1.0,1.0,8.0,,43.0,55.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,,,5.0,5.0,,,,6.0,1.0,6.0,10.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,,,7.0,7.0,,2.0,,7.0,,17.0,33.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,,HTX,ATL,,,14.0,12.0,2.0,3.0,,12.0,,57.0,29.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,,1.0,3.0,3.0,1.0,,,3.0,,-1.0,2.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,2.0,1.0,3.0,4.0,,,,4.0,,72.0,37.0
