game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-02-HTX-ATX,2023-06-02,2023,6,,HTX,ATX,1.0,,3.0,2.0,1.0,2.0,2.0,,47.0,-25.0
2023-06-03-DAL-HTX,2023-06-03,2023,6,,DAL,HTX,,1.0,,,,,,,,
2023-06-17-ATX-HTX,2023-06-17,2023,8,,ATX,HTX,,,8.0,8.0,,1.0,8.0,,148.0,44.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,,,5.0,5.0,,,5.0,,84.0,-24.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,,,5.0,4.0,1.0,1.0,4.0,,83.0,5.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,,HTX,DAL,,,8.0,4.0,3.0,,5.0,,189.0,3.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,,,6.0,3.0,2.0,,4.0,1.0,154.0,13.0
