game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2022-10-10-1333931,2022-10-10,2022,1,T20I,Japan,Indonesia,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,25.0,0.0,1.0,1.0
cricket-t20i-2022-10-18-1336956,2022-10-18,2022,1,T20I,South Korea,Indonesia,3.0,1.0,1.0,9.0,4.0,0.0,,,,,,,1.0
cricket-t20i-2024-05-02-1431608,2024-05-02,2024,1,T20I,Thailand,Indonesia,,,,,,,18.0,0.0,0.0,11.0,1.0,0.0,1.0
cricket-t20i-2024-05-04-1431609,2024-05-04,2024,1,T20I,Indonesia,Thailand,1.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,17.0,1.0,2.0,1.0
