game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,8.0,1.0,2.0,0.0,2.0,4.0,0.0
2457575,,,2,,,,3.0,1.0,0.0,0.0,1.0,5.0,0.0
2463133,,,3,,,,7.0,0.0,2.0,0.0,0.0,4.0,1.0
2463414,2022-07-08,,4,BIG3,Power,3s Company,3.0,0.0,0.0,3.0,2.0,7.0,0.0
2463420,2022-07-17,,5,BIG3,Ghost Ballers,3s Company,7.0,0.0,0.0,6.0,0.0,7.0,1.0
2464829,2022-07-23,,6,BIG3,Ball Hogs,3s Company,6.0,0.0,0.0,8.0,2.0,12.0,2.0
2559384,2023-06-25,2023,1,BIG3,3\'s COMPANY,GHOST BALLERS,7.0,2.0,0.0,0.0,0.0,10.0,1.0
2559389,2023-07-01,2023,2,BIG3,KILLER 3s,3\'s COMPANY,6.0,1.0,0.0,3.0,3.0,11.0,1.0
2559397,2023-07-09,2023,3,BIG3,3 HEADED MONSTERS,3\'s COMPANY,8.0,0.0,0.0,3.0,3.0,15.0,1.0
2559399,2023-07-15,2023,4,BIG3,3\'s COMPANY,TRIPLETS,11.0,0.0,0.0,1.0,1.0,10.0,2.0
2559413,2023-07-23,2023,5,BIG3,BIVOUAC,3\'s COMPANY,10.0,1.0,0.0,0.0,1.0,6.0,0.0
2559415,2023-07-30,2023,6,BIG3,TRILOGY,3\'s COMPANY,5.0,1.0,0.0,1.0,1.0,4.0,0.0
2660096,2024-06-15,2024,1,BIG3,3\'s COMPANY,POWER,7.0,0.0,0.0,0.0,0.0,5.0,0.0
