game_id,date,season,week,league,away,home,field_goal_yards,missed
SYNTHETIC_UFL_2025_W5_BRAHMAS,,2025,5,UFL,,,33.0,
SYNTHETIC_UFL_2025_W6_BRAHMAS,,2025,6,UFL,,,26.0,1.0
SYNTHETIC_UFL_2025_W7_BRAHMAS,,2025,7,UFL,,,76.0,
SYNTHETIC_UFL_2025_W8_BRAHMAS,,2025,8,UFL,,,78.0,1.0
SYNTHETIC_UFL_2025_W9_BRAHMAS,,2025,9,UFL,,,59.0,
SYNTHETIC_UFL_2025_W10_BRAHMAS,,2025,10,UFL,,,65.0,
