game_id,date,season,week,league,away,home,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct
FOOTBALL_AF1_2026_4_12_T584638G1168203@T584641,2026-04-12,2026,1,AF1,Oregon Lightning,Washington Wolfpack,2.0,37.0,500.0,1.0,0.0,2.0,4.0,500.0
FOOTBALL_AF1_2026_4_25_T584641G1168210@T584637,2026-04-25,2026,3,AF1,Washington Wolfpack,Nashville Kats,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FOOTBALL_AF1_2026_5_16_T584635G1168219@T606163,2026-05-16,2026,6,AF1,Albany Firebirds,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,4.0,7.0,571.0
