game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-9z5k7Yg5A3,,2013,1,MLS,,,0.0,-0.1956,50.2562,45.4811,0.0,43.0,-1.501,0.0,0.9663,0.0,0.1497,3.0,3324.0,0.5412,1105.0,3.7658,0.3408,0.0,101.0,0.0,147.0,0.0,0.1956,0.0,44.501,0.0,0.1956,0.5378,0.0
soccer-mls-2014-9z5k7Yg5A3,,2014,1,MLS,,,0.0,-0.1211,47.2116,41.9118,0.0,44.0,0.3317,0.0,1.0076,0.0,0.12,3.0,2822.0,0.59,878.0,21.2992,2.4259,0.0,77.0,0.0,125.0,0.0,0.1211,0.0,43.6683,0.0,0.1211,0.5657,0.0
soccer-mls-2015-pzeQZ6xQKw,,2015,1,MLS,,,0.0,0.0,47.0982,41.5587,0.0,5.0,1.7993,0.0,1.5622,0.0,0.25,0.0,290.0,0.6505,103.0,10.067,9.7738,0.0,6.0,0.0,12.0,0.0,0.0,0.0,3.2007,0.0,0.0,0.5527,0.0
soccer-mls-2016-pzeQZ6xQKw,,2016,1,MLS,,,0.0,0.0,45.5001,38.3556,0.0,16.0,2.0431,0.0,1.1464,0.0,0.1818,0.0,1835.0,0.6462,636.0,26.5623,4.1765,0.0,45.0,0.0,66.0,0.0,0.0,0.0,13.9569,0.0,0.0,0.6045,0.0
soccer-mls-2017-pzeQZ6xQKw,,2017,1,MLS,,,0.0,-0.097,52.3325,45.7045,0.0,12.0,0.6967,0.0,1.0616,0.0,0.175,2.0,872.0,0.5754,325.0,5.415,1.6662,0.0,27.0,0.0,40.0,0.0,0.097,0.0,11.3033,0.0,0.097,0.5587,0.0
soccer-mls-2018-pzeQZ6xQKw,,2018,1,MLS,,,0.0,0.0,44.8431,37.1059,0.0,5.0,1.3119,0.0,1.3557,0.0,0.0625,0.0,178.0,0.6491,57.0,0.0062,0.0108,0.0,9.0,0.0,16.0,0.0,0.0,0.0,3.6881,0.0,0.0,0.649,0.0
soccer-mls-2019-lgpMOvnQzy,,2019,1,MLS,,,0.0,0.0,38.4944,28.4516,0.0,11.0,-1.0751,0.0,0.911,0.0,0.1154,0.0,797.0,0.6987,312.0,-11.1768,-3.5823,0.0,37.0,0.0,52.0,0.0,0.0,0.0,12.0751,0.0,0.0,0.7345,0.0
soccer-mls-2020-a2lqR4JMr0,,2020,1,MLS,,,0.0,0.0,41.1285,34.8879,0.0,12.0,0.665,0.0,1.0587,0.0,0.0345,0.0,688.0,0.6263,281.0,-1.8471,-0.6573,0.0,17.0,0.0,29.0,0.0,0.0,0.0,11.3351,0.0,0.0,0.6329,0.0
soccer-mls-2021-a2lqR4JMr0,,2021,1,MLS,,,0.0,0.0,41.4418,34.3958,0.0,6.0,1.0027,0.0,1.2006,0.0,0.1,0.0,646.0,0.6475,244.0,-6.8294,-2.7989,0.0,14.0,0.0,20.0,0.0,0.0,0.0,4.9973,0.0,0.0,0.6755,0.0
soccer-uslc-2021-BLMv6m3Mxe,,2021,1,USLC,,,0.0,0.0,36.2319,27.685,0.0,0.0,-0.6499,0.0,0.0,0.0,0.0,0.0,191.0,0.7531,81.0,0.7188,0.8874,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.6499,0.0,0.0,0.7442,0.0
soccer-mls-2022-a2lqR4JMr0,,2022,1,MLS,,,0.0,0.0,45.5135,38.6223,0.0,47.0,1.3507,-0.1161,1.0296,0.0,0.1304,0.0,3498.0,0.5706,1274.0,-21.7587,-1.7079,0.0,111.0,2.0,161.0,1.0,0.0,0.1161,45.6493,-0.0329,0.1161,0.5877,0.1147
soccer-mls-2023-a2lqR4JMr0,,2023,1,MLS,,,0.0,-0.0167,38.5787,29.897,0.0,39.0,-2.9647,0.0,0.9294,0.0,0.1397,1.0,3044.0,0.7154,1061.0,-2.6551,-0.2502,0.0,94.0,0.0,136.0,0.0,0.0167,0.0,41.9647,0.0,0.0167,0.7179,0.0
soccer-mls-2024-a2lqR4JMr0,,2024,1,MLS,,,0.0,-0.4655,33.617,25.394,0.0,28.0,1.7582,0.0,1.067,0.0,0.069,5.0,2546.0,0.7971,1030.0,27.4549,2.6655,0.0,82.0,0.0,116.0,0.0,0.4655,0.0,26.2417,0.0,0.4655,0.7704,0.0
