game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,15.0,,,,,,0.0,25.0,2.0,227.0,1.0,5.0,1.0,2.0,0.0,10.0,1.0
FOOTBALL_AAF_2019_2_17_ORL@SA,2019-02-17,2019,2,AAF,ORL,SA,19.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,2.0,393.0,,,,3.0,0.0,5.0,
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,14.0,,,,,,0.0,28.0,1.0,207.0,,,,7.0,1.0,43.0,
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,22.0,,,,,,0.0,32.0,1.0,244.0,,,,5.0,0.0,6.0,
FOOTBALL_AAF_2019_3_9_ORL@BIR,2019-03-09,2019,5,AAF,ORL,BIR,23.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,2.0,286.0,,,,2.0,0.0,-2.0,
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,23.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,268.0,,,,3.0,0.0,15.0,
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,19.0,,,,,,0.0,23.0,1.0,217.0,,,,1.0,0.0,3.0,
FOOTBALL_AAF_2019_3_30_ORL@MEM,2019-03-30,2019,8,AAF,ORL,MEM,22.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,2.0,310.0,,,,1.0,0.0,-1.0,
