game_id,date,season,week,league,away,home,gp,recv_rec,recv_td,recv_yds
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,12.0,16.0,1.0,209.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,6.0,2.0,,21.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,8.0,1.0,,9.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,12.0,16.0,5.0,236.0
