game_id,date,season,week,league,away,home,kick_returns,kr_long,kr_yards,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_XFL_2020_2_16_DAL@LA,2020-02-16,2020,2,XFL,DAL,LA,4.0,48.0,135.0,,,,,,,
FOOTBALL_XFL_2020_2_23_DC@LA,2020-02-23,2020,3,XFL,DC,LA,1.0,22.0,22.0,1.0,41.0,3.0,11.0,2.0,34.0,2.0
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,5.0,27.0,114.0,,16.0,1.0,5.0,,15.0,1.0
