game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,kicking_deuce,kicking_pat,kicking_pat_att,sacks,safeties,tackles
FOOTBALL_NAL_2025_3_8_T425361G979250@T463723,2025-03-09,2025,1,NAL,Sioux City Bandits,Beaumont Renegades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0
FOOTBALL_NAL_2025_4_13_T425360G979263@T463723,2025-04-13,2025,6,NAL,Omaha Beef,Beaumont Renegades,,,,,,0.0,0.0,0.0,0.0,,,1.0,2.0,3.0,,,
FOOTBALL_NAL_2025_4_26_T463723G979273@T425361,2025-04-27,2025,8,NAL,Beaumont Renegades,Sioux City Bandits,,,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,4.0,,,
FOOTBALL_NAL_2025_5_3_T450150G979276@T463723,2025-05-03,2025,9,NAL,Shreveport Rouxgaroux,Beaumont Renegades,,,,,,1.0,0.0,0.0,0.0,,,0.0,2.0,5.0,,,
FOOTBALL_NAL_2025_5_10_T463723G979279@T425362,2025-05-10,2025,10,NAL,Beaumont Renegades,Wheeling Miners,,,,,,2.0,0.0,0.0,0.0,,,0.0,3.0,4.0,,,
FOOTBALL_NAL_2025_5_17_T434514G979287@T463723,2025-05-17,2025,11,NAL,Columbus Lions,Beaumont Renegades,,,,,,1.0,0.0,1.0,1.0,,,0.0,2.0,2.0,,,
