game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2024-08-17-1444953,2024-08-17,2024,1,T20I,Fiji,Samoa,5.0,1.0,0.0,8.0,6.0,0.0,,,,,,,1.0
cricket-t20i-2024-08-19-1444955,2024-08-19,2024,1,T20I,Vanuatu,Fiji,1.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,9.0,1.0,0.0,1.0
cricket-t20i-2024-08-20-1444957,2024-08-20,2024,1,T20I,Fiji,Cook Islands,1.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,2.0,1.0
cricket-t20i-2024-08-21-1444958,2024-08-21,2024,1,T20I,Samoa,Fiji,5.0,0.0,0.0,8.0,2.0,0.0,18.0,0.0,0.0,25.0,2.0,2.0,1.0
cricket-t20i-2024-08-23-1444960,2024-08-23,2024,1,T20I,Vanuatu,Fiji,3.0,0.0,1.0,7.0,2.0,0.0,12.0,0.0,0.0,27.0,0.0,1.0,1.0
cricket-t20i-2024-08-24-1444962,2024-08-24,2024,1,T20I,Fiji,Cook Islands,17.0,0.0,1.0,9.0,28.0,3.0,,,,,,,1.0
