game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_runouts,match_played
cricket-hnd-2023-08-08-1355582,2023-08-08,2023,1,HND,London Spirit,Southern Brave,7.0,1.0,1.0,7.0,7.0,0.0,,1.0
cricket-hnd-2023-08-15-1355592,2023-08-15,2023,1,HND,London Spirit,Oval Invincibles,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
cricket-hnd-2023-08-18-1355595,2023-08-18,2023,1,HND,London Spirit,Northern Superchargers,4.0,0.0,0.0,1.0,2.0,0.0,,1.0
