game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,46.0,53.0,0.0,184.0,4.0,0.0,2.0
FOOTBALL_AAF_2019_2_16_ARI@MEM,2019-02-16,2019,2,AAF,ARI,MEM,42.6,55.0,0.0,213.0,5.0,0.0,2.0
FOOTBALL_AAF_2019_2_23_ARI@SL,2019-02-23,2019,3,AAF,ARI,SL,47.8,57.0,1.0,239.0,5.0,0.0,1.0
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,40.2,51.0,1.0,201.0,5.0,0.0,2.0
FOOTBALL_AAF_2019_3_10_SA@ARI,2019-03-10,2019,5,AAF,SA,ARI,48.0,56.0,0.0,144.0,3.0,0.0,0.0
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,36.5,41.0,0.0,146.0,4.0,0.0,3.0
FOOTBALL_AAF_2019_3_24_SD@ARI,2019-03-24,2019,7,AAF,SD,ARI,46.3,56.0,0.0,139.0,3.0,0.0,3.0
FOOTBALL_AAF_2019_3_31_ARI@SA,2019-03-31,2019,8,AAF,ARI,SA,48.5,60.0,1.0,194.0,4.0,0.0,1.0
