game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_THUNDERBIRDS,,,1,AUDL,,,2.0,1.0,,,0.0,4.0,,,,1.0,224.0,201.0
SYNTHETIC_AUDL_W2_THUNDERBIRDS,,,2,AUDL,,,0.0,2.0,,,0.0,5.0,,,,1.0,219.0,92.0
SYNTHETIC_AUDL_W3_THUNDERBIRDS,,,3,AUDL,,,5.0,0.0,,,0.0,0.0,,,,2.0,170.0,190.0
2022-06-18-DET-PIT,2022-06-18,2022,4,,DET,PIT,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-02-PIT-IND,2022-07-02,2022,6,,PIT,IND,4.0,0.0,,,2.0,2.0,,,,2.0,249.0,271.0
2022-07-09-DET-PIT,2022-07-09,2022,7,AUDL,mechanix,thunderbirds,2.0,1.0,,,0.0,1.0,,,,2.0,296.0,89.0
2022-07-16-CAR-PIT,2022-07-16,2022,8,AUDL,flyers,thunderbirds,3.0,3.0,,,1.0,3.0,,,,2.0,307.0,257.0
2022-07-23-CHI-PIT,2022-07-23,2022,9,AUDL,union,thunderbirds,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2023-04-29-PHI-NY,2023-04-29,2023,1,AUDL,PHILADELPHIA PHOENIX,NEW YORK EMPIRE,1.0,,15.0,13.0,,1.0,1.0,,14.0,1.0,244.0,80.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,AUDL,PHILADELPHIA PHOENIX,PITTSBURGH THUNDERBIRDS,2.0,,22.0,21.0,3.0,1.0,1.0,,21.0,,187.0,55.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,AUDL,CAROLINA FLYERS,PHILADELPHIA PHOENIX,,,17.0,16.0,,1.0,4.0,,16.0,,160.0,27.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,AUDL,PHILADELPHIA PHOENIX,TORONTO RUSH,4.0,1.0,16.0,14.0,,1.0,1.0,,15.0,1.0,153.0,138.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,AUDL,MONTREAL ROYAL,PHILADELPHIA PHOENIX,1.0,,13.0,11.0,,2.0,1.0,,11.0,,283.0,11.0
2023-07-02-PHI-MTL,2023-07-02,2023,10,AUDL,PHILADELPHIA PHOENIX,MONTREAL ROYAL,2.0,,8.0,6.0,,2.0,1.0,,6.0,,122.0,23.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,AUDL,BOSTON GLORY,PHILADELPHIA PHOENIX,3.0,,23.0,19.0,,2.0,1.0,,21.0,2.0,205.0,130.0
2023-07-15-DC-PHI,2023-07-15,2023,12,AUDL,DC BREEZE,PHILADELPHIA PHOENIX,,,3.0,4.0,,,1.0,2.0,4.0,,17.0,7.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,AUDL,TORONTO RUSH,PHILADELPHIA PHOENIX,1.0,,6.0,5.0,,1.0,1.0,11.0,5.0,,87.0,59.0
