game_id,date,season,week,league,away,home,1pt_conversion,conversions,receiving_yards,receptions,rushing_tds,rushing_yards
FOOTBALL_XFL_2023_2_19_STL@SA,2023-02-19,2023,1,XFL,STL,SA,,,4.0,1.0,,1.0
FOOTBALL_XFL_2023_2_23_STL@SEA,2023-02-23,2023,2,XFL,STL,SEA,,,13.0,2.0,,27.0
FOOTBALL_XFL_2023_3_12_ARL@STL,2023-03-12,2023,4,XFL,ARL,STL,,,,,,12.0
FOOTBALL_XFL_2023_3_18_DC@STL,2023-03-18,2023,5,XFL,DC,STL,,,,,,1.0
FOOTBALL_XFL_2023_3_25_STL@VGS,2023-03-25,2023,6,XFL,STL,VGS,,,,,1.0,15.0
SYNTHETIC_XFL_2023_W6_BATTLEHAWKS,,2023,6,XFL,,,0.0,0.0,,,,
FOOTBALL_XFL_2023_4_16_SEA@STL,2023-04-16,2023,9,XFL,SEA,STL,,,1.0,1.0,,3.0
FOOTBALL_XFL_2023_4_22_ORL@STL,2023-04-22,2023,10,XFL,ORL,STL,,,,,1.0,33.0
