game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-t20i-2021-08-18-1273141,2021-08-18,2021,1,T20I,Ghana,Rwanda,22.0,5.0,0.0,1.0,34.0,1.0,,1.0
cricket-t20i-2021-08-20-1273143,2021-08-20,2021,1,T20I,Rwanda,Ghana,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
cricket-t20i-2021-08-20-1273144,2021-08-20,2021,1,T20I,Ghana,Rwanda,16.0,0.0,0.0,1.0,8.0,0.0,,1.0
cricket-t20i-2021-08-21-1273145,2021-08-21,2021,1,T20I,Rwanda,Ghana,15.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0
cricket-t20i-2021-10-16-1283021,2021-10-16,2021,1,T20I,Rwanda,Ghana,6.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0
cricket-t20i-2022-11-17-1343740,2022-11-17,2022,1,T20I,Botswana,Rwanda,32.0,4.0,0.0,2.0,33.0,1.0,,1.0
cricket-t20i-2022-11-18-1343744,2022-11-18,2022,1,T20I,Rwanda,St Helena,43.0,2.0,0.0,2.0,52.0,2.0,,1.0
cricket-t20i-2022-11-20-1343750,2022-11-20,2022,1,T20I,Rwanda,Kenya,3.0,0.0,0.0,2.0,1.0,0.0,,1.0
cricket-t20i-2022-11-24-1343761,2022-11-24,2022,1,T20I,Rwanda,Seychelles,41.0,7.0,1.0,3.0,66.0,2.0,,1.0
cricket-t20i-2022-11-24-1343763,2022-11-24,2022,1,T20I,Mali,Rwanda,7.0,2.0,1.0,2.0,13.0,0.0,,1.0
cricket-t20i-2022-11-25-1343767,2022-11-25,2022,1,T20I,Rwanda,Lesotho,37.0,5.0,0.0,2.0,49.0,1.0,,1.0
cricket-t20i-2022-12-13-1349124,2022-12-13,2022,1,T20I,Tanzania,Rwanda,7.0,0.0,0.0,3.0,8.0,1.0,1.0,1.0
cricket-t20i-2022-12-14-1349126,2022-12-14,2022,1,T20I,Uganda,Rwanda,12.0,1.0,0.0,2.0,6.0,0.0,,1.0
cricket-t20i-2022-12-15-1349128,2022-12-15,2022,1,T20I,Uganda,Rwanda,3.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0
cricket-t20i-2022-12-16-1349131,2022-12-16,2022,1,T20I,Rwanda,Tanzania,30.0,3.0,0.0,2.0,36.0,2.0,,1.0
cricket-t20i-2022-12-18-1349133,2022-12-18,2022,1,T20I,Rwanda,Tanzania,4.0,1.0,0.0,2.0,4.0,0.0,,1.0
cricket-t20i-2022-12-20-1349136,2022-12-20,2022,1,T20I,Tanzania,Rwanda,34.0,5.0,0.0,2.0,32.0,1.0,,1.0
cricket-t20i-2022-12-20-1349137,2022-12-20,2022,1,T20I,Rwanda,Uganda,8.0,0.0,0.0,6.0,0.0,0.0,,1.0
cricket-t20i-2022-12-22-1349138,2022-12-22,2022,1,T20I,Tanzania,Rwanda,40.0,4.0,0.0,2.0,40.0,2.0,,1.0
cricket-t20i-2022-12-23-1349140,2022-12-23,2022,1,T20I,Uganda,Rwanda,11.0,2.0,0.0,2.0,17.0,1.0,,1.0
cricket-t20i-2023-06-13-1379586,2023-06-13,2023,1,T20I,Rwanda,Botswana,18.0,6.0,0.0,3.0,36.0,1.0,,1.0
cricket-t20i-2023-06-14-1379582,2023-06-14,2023,1,T20I,Rwanda,Kenya,12.0,1.0,0.0,2.0,12.0,1.0,,1.0
