game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,recv_tar,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards
FOOTBALL_CFL_2022_8_11_MTL@WPG,2022-08-11,2022,1,CFL,MTL,WPG,,,,1.0,6.0,15.0,39.0,,
FOOTBALL_CFL_2022_8_4_WPG@MTL,2022-08-04,2022,1,CFL,WPG,MTL,,,,,5.0,11.0,23.0,,
6242,2022-08-04,2022,9,CFL,WPG,MTL,,,,,,,,0.0,23.0
6246,2022-08-11,2022,10,CFL,MTL,WPG,0.0,0.0,0.0,,,,,0.0,39.0
