game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_yards,punts,punts_blocked,punts_in20
FOOTBALL_XFL_2020_2_8_LA@HOU,2020-02-08,2020,1,XFL,LA,HOU,40.7,47.0,122.0,3.0,6.0,2.0
FOOTBALL_XFL_2020_2_16_DAL@LA,2020-02-16,2020,2,XFL,DAL,LA,41.3,51.0,124.0,3.0,38.0,2.0
FOOTBALL_XFL_2020_2_23_DC@LA,2020-02-23,2020,3,XFL,DC,LA,37.0,47.0,185.0,5.0,22.0,2.0
FOOTBALL_XFL_2020_2_29_LA@NY,2020-02-29,2020,4,XFL,LA,NY,39.7,44.0,119.0,3.0,22.0,2.0
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,37.3,46.0,112.0,3.0,10.0,2.0
