game_id,date,season,week,league,away,home,kick_returns,kr_long,kr_yards,pr_fc,pr_long,pr_yards,punt_returns,receiving_tds,receiving_yards,receptions,targets
FOOTBALL_XFL_2020_2_9_TB@NY,2020-02-09,2020,1,XFL,TB,NY,2.0,41.0,71.0,1.0,6.0,8.0,2.0,,,,
FOOTBALL_XFL_2020_2_15_NY@DC,2020-02-15,2020,2,XFL,NY,DC,5.0,18.0,67.0,,6.0,4.0,2.0,,,,
FOOTBALL_XFL_2020_2_23_NY@STL,2020-02-23,2020,3,XFL,NY,STL,,,,,23.0,46.0,2.0,1.0,43.0,4.0,1.0
FOOTBALL_XFL_2020_2_29_LA@NY,2020-02-29,2020,4,XFL,LA,NY,,,,1.0,14.0,22.0,2.0,,3.0,1.0,
FOOTBALL_XFL_2020_3_7_NY@DAL,2020-03-07,2020,5,XFL,NY,DAL,,,,2.0,11.0,19.0,3.0,,,,
