game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W2_SSK,,2024,2,CFL,,,0.0,41.0,5.0
SYNTHETIC_CFL_2024_W3_SSK,,2024,3,CFL,,,1.0,40.0,1.0
SYNTHETIC_CFL_2024_W7_SSK,,2024,7,CFL,,,0.0,110.0,4.0
SYNTHETIC_CFL_2024_W8_SSK,,2024,8,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2024_W9_SSK,,2024,9,CFL,,,1.0,60.0,3.0
SYNTHETIC_CFL_2024_W10_SSK,,2024,10,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W12_SSK,,2024,12,CFL,,,0.0,23.0,1.0
SYNTHETIC_CFL_2024_W13_SSK,,2024,13,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2024_W14_SSK,,2024,14,CFL,,,0.0,12.0,3.0
SYNTHETIC_CFL_2024_W16_SSK,,2024,16,CFL,,,0.0,10.0,1.0
