game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-KPqjwN4Q6v,,2017,1,USLC,,,2.0,0.2629,17.1489,3.3892,9.0,0.1737,11.0,19.0,2202.0,0.6052,575.0,-31.0458,-5.3993,4.6615,76.0,24.0,1.7371,8.8263,0.5261,10.5634,0.6592,4.9246
soccer-mls-2018-9z5k7Yg5A3,,2018,1,MLS,,,1.0,-0.1568,14.5498,-0.8596,11.0,0.0855,12.0,7.0,1660.0,0.6202,258.0,-17.1896,-6.6626,4.465,65.0,20.0,1.1568,10.9145,-3.9522,12.0712,0.6868,5.5167
soccer-uslc-2018-KPqjwN4Q6v,,2018,1,USLC,,,2.0,1.8112,18.112,0.5411,2.0,0.1431,4.0,3.0,354.0,0.6935,62.0,0.3267,0.527,1.3691,10.0,5.0,0.1888,1.8569,0.225,2.0456,0.6883,1.2118
soccer-mls-2019-9z5k7Yg5A3,,2019,1,MLS,,,0.0,-0.3449,16.5657,0.3714,2.0,0.1057,2.0,3.0,544.0,0.5556,90.0,-8.4875,-9.4306,2.0327,14.0,5.0,0.3449,1.8943,-0.6013,2.2392,0.6499,1.3481
soccer-mls-2020-9z5k7Yg5A3,,2020,1,MLS,,,0.0,0.0,14.6455,1.826,2.0,0.4421,2.0,0.0,170.0,0.587,46.0,-1.9478,-4.2343,0.5098,11.0,6.0,0.0,1.5579,1.4635,1.5579,0.6293,0.3881
soccer-mls-2021-9z5k7Yg5A3,,2021,1,MLS,,,1.0,0.1626,15.6033,3.2632,4.0,-0.6261,5.0,5.0,1121.0,0.552,221.0,-5.7929,-2.6212,2.3869,31.0,10.0,0.8374,4.6261,-1.8616,5.4635,0.5782,2.4768
soccer-mls-2022-9z5k7Yg5A3,,2022,1,MLS,,,3.0,1.15,16.4849,3.4249,8.0,0.6631,11.0,14.0,1473.0,0.5735,279.0,-9.3108,-3.3372,1.5779,47.0,18.0,1.85,7.3369,-0.8404,9.1869,0.6068,2.535
soccer-mls-2023-a2lqRX2Mr0,,2023,1,MLS,,,0.0,-0.9377,15.5835,4.6604,2.0,-2.8072,2.0,10.0,1129.0,0.4848,198.0,-16.1415,-8.1523,2.3904,33.0,9.0,0.9377,4.8072,-2.7962,5.745,0.5664,3.379
soccer-mls-2024-a2lqRX2Mr0,,2024,1,MLS,,,1.0,0.3571,17.4254,6.5262,1.0,-1.4704,2.0,2.0,423.0,0.5692,65.0,3.2259,4.963,0.0002,11.0,4.0,0.6429,2.4704,-0.3053,3.1132,0.5196,2.039
soccer-uslc-2025-wvq9J83QWn,,2025,1,USLC,,,0.0,-0.2119,17.7291,2.9611,6.0,-0.1786,6.0,3.0,1292.0,0.5685,146.0,-15.9025,-10.8921,5.3344,31.0,16.0,0.2119,6.1786,0.2289,6.3905,0.6774,5.7804
