game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_AVIATORS,,2022,2,AUDL,,,4.0,0.0,,,,0.0,0.0,,,,4.0,27.0,324.0
SYNTHETIC_AUDL_2022_W3_AVIATORS,,2022,3,AUDL,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-18-SD-LA,2022-06-18,2022,4,,SD,LA,0.0,0.0,,,,0.0,0.0,,,,0.0,10.0,107.0
2022-07-02-LA-COL,2022-07-02,2022,6,,LA,COL,3.0,0.0,,,,0.0,1.0,,,,0.0,119.0,224.0
2022-07-16-COL-LA,2022-07-16,2022,8,AUDL,summit,aviators,1.0,0.0,,,,0.0,0.0,,,,2.0,74.0,184.0
2022-07-22-LA-SLC,2022-07-22,2022,9,AUDL,aviators,shred,1.0,0.0,,,,0.0,2.0,,,,5.0,132.0,159.0
2022-07-23-LA-OAK,2022-07-23,2022,9,AUDL,aviators,spiders,4.0,0.0,,,,0.0,1.0,,,,6.0,1.0,258.0
2022-07-29-OAK-LA,2022-07-29,2022,10,AUDL,spiders,aviators,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2023-05-06-COL-LA,2023-05-06,2023,2,AUDL,COLORADO SUMMIT,LA AVIATORS,,,,7.0,8.0,,1.0,,,11.0,3.0,-9.0,17.0
2023-05-12-POR-LA,2023-05-12,2023,3,AUDL,PORTLAND NITRO,LA AVIATORS,,,,4.0,6.0,,,1.0,,6.0,,-6.0,38.0
2023-05-19-LA-SLC,2023-05-19,2023,4,AUDL,LA AVIATORS,SALT LAKE SHRED,,,,8.0,9.0,,,1.0,,11.0,,28.0,102.0
2023-05-20-LA-COL,2023-05-20,2023,4,AUDL,LA AVIATORS,COLORADO SUMMIT,,,,,,,,,1.0,,1.0,,
2023-06-03-LA-SD,2023-06-03,2023,6,AUDL,LA AVIATORS,SAN DIEGO GROWLERS,,1.0,,7.0,10.0,,,,,10.0,,35.0,62.0
2023-06-09-LA-POR,2023-06-09,2023,7,AUDL,LA AVIATORS,PORTLAND NITRO,1.0,1.0,,12.0,14.0,,1.0,1.0,,14.0,1.0,-30.0,73.0
2023-06-10-LA-SEA,2023-06-10,2023,7,AUDL,LA AVIATORS,SEATTLE CASCADES,,,1.0,,,,,,,,,,
2024-04-27-SD-SEA,2024-04-27,2024,1,UFA,growlers,cascades,1.0,0.0,,,,0.0,3.0,,,,2.0,228.0,389.0
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,2.0,0.0,,,,0.0,1.0,,,,0.0,127.0,198.0
2024-05-03-SLC-SD,2024-05-03,2024,2,UFA,shred,growlers,1.0,0.0,,,,1.0,1.0,,,,5.0,35.0,198.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,0.0,0.0,,,,0.0,1.0,,,,0.0,92.0,124.0
2024-05-25-SD-SLC,2024-05-25,2024,6,UFA,growlers,shred,0.0,0.0,,,,0.0,1.0,,,,1.0,31.0,153.0
2024-06-01-SEA-SD,2024-06-01,2024,6,UFA,cascades,growlers,1.0,0.0,,,,0.0,2.0,,,,2.0,204.0,295.0
2024-06-15-LA-SD,2024-06-15,2024,8,UFA,aviators,growlers,2.0,1.0,,,,0.0,0.0,,,,1.0,104.0,263.0
2024-06-21-SD-COL,2024-06-21,2024,9,UFA,growlers,summit,4.0,1.0,,,,0.0,3.0,,,,4.0,257.0,635.0
2024-06-22-SD-OAK,2024-06-22,2024,9,UFA,growlers,spiders,3.0,1.0,,,,1.0,2.0,,,,1.0,307.0,416.0
2024-06-29-OAK-SD,2024-06-29,2024,10,UFA,spiders,growlers,3.0,0.0,,,,0.0,0.0,,,,1.0,40.0,456.0
2024-07-07-SD-LA,2024-07-07,2024,11,UFA,growlers,aviators,4.0,0.0,,,,0.0,0.0,,,,3.0,226.0,453.0
2024-07-20-OAK-SD,2024-07-20,2024,13,UFA,spiders,growlers,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-03-LA-SD,2025-05-03,2025,2,UFA,aviators,growlers,1.0,1.0,,,,0.0,2.0,,,,4.0,143.0,225.0
2025-05-04-SD-LA,2025-05-04,2025,2,UFA,growlers,aviators,4.0,0.0,,,,0.0,2.0,,,,3.0,270.0,248.0
2025-05-09-ATL-SD,2025-05-09,2025,3,UFA,hustle,growlers,3.0,0.0,,,,0.0,1.0,,,,2.0,80.0,336.0
2025-05-16-LA-SD,2025-05-16,2025,4,UFA,aviators,growlers,1.0,2.0,,,,1.0,1.0,,,,2.0,179.0,388.0
2025-05-23-SD-CAR,2025-05-23,2025,5,UFA,growlers,flyers,5.0,0.0,,,,0.0,3.0,,,,2.0,237.0,588.0
2025-05-24-SD-ATL,2025-05-24,2025,5,UFA,growlers,hustle,3.0,0.0,,,,0.0,3.0,,,,3.0,169.0,467.0
2025-05-31-HTX-SD,2025-05-31,2025,6,UFA,havoc,growlers,4.0,2.0,,,,0.0,1.0,,,,1.0,86.0,417.0
2025-06-07-ATX-SD,2025-06-07,2025,7,UFA,sol,growlers,1.0,1.0,,,,0.0,4.0,,,,4.0,248.0,287.0
2025-06-14-SD-LV,2025-06-14,2025,8,UFA,growlers,bighorns,2.0,1.0,,,,0.0,1.0,,,,2.0,168.0,332.0
2025-06-28-OAK-SD,2025-06-28,2025,10,UFA,spiders,growlers,1.0,0.0,,,,0.0,0.0,,,,4.0,44.0,86.0
2025-07-05-SD-LA,2025-07-05,2025,11,UFA,growlers,aviators,3.0,0.0,,,,0.0,0.0,,,,3.0,124.0,309.0
2025-07-19-SD-OAK,2025-07-19,2025,13,UFA,growlers,spiders,3.0,0.0,,,,0.0,1.0,,,,3.0,94.0,209.0
2026-04-24-CAR-SD,2026-04-24,2026,1,UFA,flyers,growlers,2.0,0.0,,,,0.0,2.0,,,,1.0,189.0,375.0
2026-05-09-ATL-SD,2026-05-09,2026,3,UFA,hustle,growlers,3.0,1.0,,,,0.0,0.0,,,,0.0,4.0,141.0
2026-05-17-SD-OAK,2026-05-17,2026,4,UFA,growlers,spiders,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
