game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,1.0,10.0,5.0,35.0,5.0,33.0,1.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,2.0,17.0,1.0,34.0,4.0,31.0,1.0
