game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,24.0,,,17.0,14.0,,12.0,,38.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,16.0,,,18.0,20.0,,24.0,,36.0,3.0,6.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,32.0,,,18.0,30.0,,6.0,,62.0,2.0,8.0,1.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,2.0,2.0,2.0,,1.0,2.0,,2.0,,,,,2.0,2.0
