game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W1_SSK,,,1,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_W3_SSK,,,3,CFL,,,,0.0,14.0,1.0,,
SYNTHETIC_CFL_W4_SSK,,,4,CFL,,,,0.0,17.0,2.0,,
SYNTHETIC_CFL_W5_SSK,,,5,CFL,,,,0.0,31.0,2.0,,
SYNTHETIC_CFL_W6_SSK,,,6,CFL,,,,0.0,1.0,2.0,,
SYNTHETIC_CFL_W8_SSK,,,8,CFL,,,,0.0,26.0,4.0,,
SYNTHETIC_CFL_W10_SSK,,,10,CFL,,,,0.0,18.0,2.0,,
SYNTHETIC_CFL_W11_SSK,,,11,CFL,,,,1.0,111.0,6.0,,
SYNTHETIC_CFL_W15_SSK,,,15,CFL,,,,0.0,48.0,4.0,,
SYNTHETIC_CFL_W17_SSK,,,17,CFL,,,,0.0,34.0,3.0,,
SYNTHETIC_CFL_W18_SSK,,,18,CFL,,,,1.0,39.0,3.0,,
SYNTHETIC_CFL_2023_W1_BC,,2023,1,CFL,,,,0.0,17.0,2.0,,
SYNTHETIC_CFL_2023_W2_BC,,2023,2,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_2023_W3_BC,,2023,3,CFL,,,,1.0,54.0,4.0,,
SYNTHETIC_CFL_2023_W4_BC,,2023,4,CFL,,,,0.0,81.0,4.0,,
SYNTHETIC_CFL_2023_W7_BC,,2023,7,CFL,,,,0.0,31.0,1.0,,
SYNTHETIC_CFL_2023_W8_BC,,2023,8,CFL,,,,1.0,35.0,2.0,,
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W10_BC,,2023,10,CFL,,,,0.0,16.0,1.0,,
SYNTHETIC_CFL_2023_W11_BC,,2023,11,CFL,,,0.0,0.0,25.0,3.0,0.0,1.0
SYNTHETIC_CFL_2023_W12_BC,,2023,12,CFL,,,,0.0,32.0,3.0,,
SYNTHETIC_CFL_2023_W13_BC,,2023,13,CFL,,,,0.0,55.0,4.0,,
SYNTHETIC_CFL_2023_W15_BC,,2023,15,CFL,,,0.0,2.0,118.0,8.0,0.0,1.0
SYNTHETIC_CFL_2023_W16_BC,,2023,16,CFL,,,0.0,1.0,22.0,2.0,0.0,1.0
SYNTHETIC_CFL_2023_W18_BC,,2023,18,CFL,,,,0.0,17.0,1.0,,
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,,0.0,108.0,7.0,,
SYNTHETIC_CFL_2024_W1_BC,,2024,1,CFL,,,,1.0,103.0,7.0,,
SYNTHETIC_CFL_2024_W2_BC,,2024,2,CFL,,,,1.0,91.0,4.0,,
SYNTHETIC_CFL_2024_W3_BC,,2024,3,CFL,,,,0.0,95.0,6.0,,
SYNTHETIC_CFL_2024_W4_BC,,2024,4,CFL,,,,0.0,49.0,4.0,,
SYNTHETIC_CFL_2024_W5_BC,,2024,5,CFL,,,,2.0,144.0,10.0,,
SYNTHETIC_CFL_2024_W6_BC,,2024,6,CFL,,,,1.0,243.0,14.0,,
SYNTHETIC_CFL_2024_W7_BC,,2024,7,CFL,,,,1.0,55.0,3.0,,
SYNTHETIC_CFL_2024_W9_BC,,2024,9,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W10_BC,,2024,10,CFL,,,,0.0,54.0,3.0,,
SYNTHETIC_CFL_2024_W11_BC,,2024,11,CFL,,,,0.0,41.0,4.0,,
SYNTHETIC_CFL_2024_W12_BC,,2024,12,CFL,,,,0.0,79.0,5.0,,
SYNTHETIC_CFL_2024_W13_BC,,2024,13,CFL,,,,1.0,72.0,3.0,,
SYNTHETIC_CFL_2024_W14_BC,,2024,14,CFL,,,,0.0,48.0,4.0,,
SYNTHETIC_CFL_2024_W15_BC,,2024,15,CFL,,,,0.0,95.0,4.0,,
SYNTHETIC_CFL_2024_W17_BC,,2024,17,CFL,,,,0.0,38.0,3.0,,
SYNTHETIC_CFL_2024_W18_BC,,2024,18,CFL,,,,0.0,37.0,5.0,,
SYNTHETIC_CFL_2024_W19_BC,,2024,19,CFL,,,,0.0,119.0,6.0,,
SYNTHETIC_CFL_2024_W20_BC,,2024,20,CFL,,,,0.0,106.0,7.0,,
SYNTHETIC_CFL_2025_W1_BC,,2025,1,CFL,,,,1.0,45.0,5.0,,
SYNTHETIC_CFL_2025_W2_BC,,2025,2,CFL,,,,0.0,58.0,4.0,,
SYNTHETIC_CFL_2025_W3_BC,,2025,3,CFL,,,,0.0,94.0,9.0,,
SYNTHETIC_CFL_2025_W4_BC,,2025,4,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_2025_W5_BC,,2025,5,CFL,,,,0.0,109.0,6.0,,
SYNTHETIC_CFL_2025_W6_BC,,2025,6,CFL,,,,0.0,12.0,1.0,,
SYNTHETIC_CFL_2025_W7_BC,,2025,7,CFL,,,,0.0,28.0,1.0,,
SYNTHETIC_CFL_2025_W8_BC,,2025,8,CFL,,,,0.0,23.0,2.0,,
SYNTHETIC_CFL_2025_W10_BC,,2025,10,CFL,,,,0.0,159.0,8.0,,
SYNTHETIC_CFL_2025_W11_BC,,2025,11,CFL,,,,1.0,66.0,5.0,,
SYNTHETIC_CFL_2025_W12_BC,,2025,12,CFL,,,,0.0,57.0,3.0,,
SYNTHETIC_CFL_2025_W14_BC,,2025,14,CFL,,,,1.0,148.0,7.0,,
SYNTHETIC_CFL_2025_W15_BC,,2025,15,CFL,,,,0.0,73.0,4.0,,
SYNTHETIC_CFL_2025_W16_BC,,2025,16,CFL,,,,2.0,88.0,5.0,,
SYNTHETIC_CFL_2025_W17_BC,,2025,17,CFL,,,,1.0,78.0,4.0,,
