game_id,date,season,week,league,away,home,def_ff,def_fr,def_pd,def_sacks,def_tackles,gp
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,3.0,3.0,,5.5,73.0,11.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,,,0.5,14.0,4.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,2.0,,1.0,7.0,27.0,12.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,1.0,,1.0,3.0,24.0,12.0
